DEPTH	GR	FACES	FACES2
4191.096	104.13	Ps12	
4191.1722	106.652	Ps12	
4191.2484	107.525	Ps12	
4191.3246	106.318	Ps12	
4191.4008	103.067	Ps12	
4191.477	98.343	Ps12	
4191.5532	93.072	Ps12	
4191.6294	88.246	Ps12	
4191.7056	84.576	Ps12	
4191.7818	82.286	Ps12	
4191.858	81.142	Ps12	
4191.9342	80.716	Ps12	
4192.0104	80.563	Ps12	
4192.0866	80.398	Ps12	
4192.1628	80.139	Ps12	
4192.239	79.846	Ps12	
4192.3152	79.523	Ps12	
4192.3914	78.906	Ps12	
4192.4676	77.612	Ps12	
4192.5438	75.351	Ps12	
4192.62	72.044	Ps12	
4192.6962	67.869	Ps12	
4192.7724	63.228	Ps12	
4192.8486	58.639	Ps12	
4192.9248	54.64	Ps12	
4193.001	51.776	Ps12	
4193.0772	50.458	Ps12	
4193.1534	50.903	Ps12	
4193.2296	53.105	Ps12	
4193.3058	56.7	Ps12	
4193.382	60.998	Ps12	
4193.4582	65.238	Ps12	
4193.5344	68.914	Ps12	
4193.6106	71.894	Ps12	
4193.6868	74.426	Ps12	
4193.763	76.978	Ps12	
4193.8392	79.937	Ps12	
4193.9154	83.454	Ps12	
4193.9916	87.42	Ps12	
4194.0678	91.491	Ps12	
4194.144	95.284	Ps12	
4194.2202	98.424	Ps12	
4194.2964	100.618	Ps12	
4194.3726	101.764	Ps12	
4194.4488	102.037	Ps12	
4194.525	101.767	Ps12	
4194.6012	101.228	Ps12	
4194.6774	100.529	Ps12	
4194.7536	99.721	Ps12	
4194.8298	98.934	Ps12	
4194.906	98.386	Ps12	
4194.9822	98.305	Ps12	
4195.0584	98.872	Ps12	
4195.1346	100.156	Ps12	
4195.2108	101.912	Ps12	
4195.287	103.603	Ps12	
4195.3632	104.743	Ps12	
4195.4394	105.106	Ps12	
4195.5156	104.771	Ps12	
4195.5918	103.893	Ps12	
4195.668	102.418	Ps12	
4195.7442	100.118	Ps12	
4195.8204	96.762	Ps12	
4195.8966	92.256	Ps12	
4195.9728	86.847	Ps12	
4196.049	81.203	Ps12	
4196.1252	76.231	Ps12	
4196.2014	72.602	Ps12	
4196.2776	70.505	Ps12	
4196.3538	69.706	Ps12	
4196.43	69.77	Ps12	
4196.5062	70.297	Ps12	
4196.5824	71.04	Ps12	
4196.6586	71.935	Ps12	
4196.7348	73.02	Ps12	
4196.811	74.208	Ps12	
4196.8872	75.201	Ps12	
4196.9634	75.713	Ps12	
4197.0396	75.653	Ps12	
4197.1158	75.033	Ps12	
4197.192	73.889	Ps12	
4197.2682	72.294	Ps12	
4197.3444	70.464	Ps12	
4197.4206	68.813	Ps12	
4197.4968	67.877	Ps12	
4197.573	68.089	Ps12	
4197.6492	69.623	Ps12	
4197.7254	72.171	Ps12	
4197.8016	74.973	Ps12	
4197.8778	77.195	Ps12	
4197.954	78.508	Ps12	
4198.0302	79.256	Ps12	
4198.1064	80.26	Ps12	
4198.1826	82.27	Ps12	
4198.2588	85.51	Ps12	
4198.335	89.555	Ps12	
4198.4112	93.563	Ps12	
4198.4874	96.598	Ps12	
4198.5636	97.978	Ps12	
4198.6398	97.49	Ps12	
4198.716	95.323	Ps12	
4198.7922	91.972	Ps12	
4198.8684	88.162	Ps12	
4198.9446	84.626	Ps12	
4199.0208	81.909	Ps12	
4199.097	80.307	Ps12	
4199.1732	79.791	Ps12	
4199.2494	80.03	Ps12	
4199.3256	80.581	Ps12	
4199.4018	81.022	Ps12	
4199.478	80.861	Ps12	
4199.5542	79.687	Ps12	
4199.6304	77.494	Ps12	
4199.7066	74.832	Ps12	
4199.7828	72.756	Ps12	
4199.859	72.393	Ps12	
4199.9352	74.256	Ps12	
4200.0114	77.928	Ps12	
4200.0876	82.349	Ps12	
4200.1638	86.276	Ps12	
4200.24	88.693	Ps12	
4200.3162	89.172	Ps12	
4200.3924	87.81	Ps11	
4200.4686	84.895	Ps11	
4200.5448	80.791	Ps11	
4200.621	75.927	Ps11	
4200.6972	70.849	Ps11	
4200.7734	66.239	Ps11	
4200.8496	62.771	Ps11	
4200.9258	60.885	Ps11	
4201.002	60.7	Ps11	
4201.0782	61.994	Ps11	
4201.1544	64.196	Ps11	
4201.2306	66.562	Ps11	
4201.3068	68.425	Ps11	
4201.383	69.396	Ps11	
4201.4592	69.458	Ps11	
4201.5354	69.004	Ps11	
4201.6116	68.555	Ps11	
4201.6878	68.541	Ps11	
4201.764	69.239	Ps11	
4201.8402	70.764	Ps11	
4201.9164	73.065	Ps11	
4201.9926	75.847	Ps11	
4202.0688	78.462	Ps11	
4202.145	80.185	Ps11	
4202.2212	80.664	Ps11	
4202.2974	80.111	Ps11	
4202.3736	79.107	Ps11	
4202.4498	78.271	Ps11	
4202.526	77.987	Ps11	
4202.6022	78.247	Ps11	
4202.6784	78.764	Ps11	
4202.7546	79.18	Ps11	
4202.8308	79.235	Ps11	
4202.907	78.801	Ps11	
4202.9832	77.753	Ps11	
4203.0594	75.956	Ps11	
4203.1356	73.41	Ps11	
4203.2118	70.284	Ps11	
4203.288	66.817	Ps11	
4203.3642	63.258	Ps11	
4203.4404	59.818	Ps11	
4203.5166	56.765	Ps11	
4203.5928	54.557	Ps11	
4203.669	53.707	Ps11	
4203.7452	54.526	Ps11	
4203.8214	56.852	Ps11	
4203.8976	59.97	Ps11	
4203.9738	62.923	Ps11	
4204.05	64.857	Ps11	
4204.1262	65.239	Ps11	
4204.2024	63.969	Ps11	
4204.2786	61.407	Ps11	
4204.3548	58.204	Ps11	
4204.431	55.004	Ps11	
4204.5072	52.29	Ps11	
4204.5834	50.287	Ps11	
4204.6596	49.015	Ps11	
4204.7358	48.341	Ps11	
4204.812	47.992	Ps11	
4204.8882	47.737	Ps11	
4204.9644	47.424	Ps11	
4205.0406	46.955	Ps11	
4205.1168	46.434	Ps11	
4205.193	46.277	Ps11	
4205.2692	47.089	Ps11	
4205.3454	49.382	Ps11	
4205.4216	53.261	Ps11	
4205.4978	58.314	Ps11	
4205.574	63.801	Ps11	
4205.6502	68.937	Ps11	
4205.7264	73.166	Ps11	
4205.8026	76.379	Ps11	
4205.8788	78.812	Ps11	
4205.955	80.683	Ps11	
4206.0312	82.042	Ps11	
4206.1074	82.854	Ps11	
4206.1836	83.095	Ps11	
4206.2598	82.85	Ps11	
4206.336	82.342	Ps11	
4206.4122	81.868	Ps11	
4206.4884	81.781	Ps11	
4206.5646	82.15	Ps11	
4206.6408	82.552	Ps11	
4206.717	82.352	Ps11	
4206.7932	81.059	Ps11	
4206.8694	78.546	Ps11	
4206.9456	75.188	Ps11	
4207.0218	71.742	Ps11	
4207.098	68.985	Ps11	
4207.1742	67.361	Ps11	
4207.2504	66.784	Ps11	
4207.3266	66.782	Ps11	
4207.4028	66.908	Ps11	
4207.479	67.006	Ps11	
4207.5552	67.096	Ps11	
4207.6314	67.206	Ps11	
4207.7076	67.315	Ps11	
4207.7838	67.361	Ps11	
4207.86	67.386	Ps11	
4207.9362	67.707	Ps11	
4208.0124	68.898	Ps11	
4208.0886	71.455	Ps11	
4208.1648	75.284	Ps11	
4208.241	79.634	Ps11	
4208.3172	83.432	Ps11	
4208.3934	85.867	Ps11	
4208.4696	86.825	Ps11	
4208.5458	86.886	Ps11	
4208.622	86.884	Ps11	
4208.6982	87.39	Ps11	
4208.7744	88.473	Ps11	
4208.8506	89.76	Ps11	
4208.9268	90.769	Ps11	
4209.003	91.254	Ps11	
4209.0792	91.188	Ps11	
4209.1554	90.591	Ps11	
4209.2316	89.458	Ps11	
4209.3078	87.771	Ps11	
4209.384	85.612	Ps11	
4209.4602	83.287	Ps11	
4209.5364	81.348	Ps11	
4209.6126	80.38	Ps11	
4209.6888	80.797	Ps11	
4209.765	82.623	Ps11	
4209.8412	85.435	Ps11	
4209.9174	88.56	Ps11	
4209.9936	91.425	Ps11	
4210.0698	93.765	Ps11	
4210.146	95.616	Ps11	
4210.2222	97.14	Ps11	
4210.2984	98.381	Ps11	
4210.3746	99.226	Ps11	
4210.4508	99.421	Ps11	
4210.527	98.802	Ps11	
4210.6032	97.542	Ps11	
4210.6794	96.112	Ps11	
4210.7556	94.954	Ps11	
4210.8318	94.222	Ps11	
4210.908	93.761	Ps11	
4210.9842	93.341	Ps11	
4211.0604	93.017	Ps11	
4211.1366	93.06	Ps11	
4211.2128	93.451	Ps11	
4211.289	93.9	Ps11	
4211.3652	93.975	Ps11	
4211.4414	93.227	Ps11	
4211.5176	91.482	Ps11	
4211.5938	89.06	Ps11	
4211.67	86.597	Ps11	
4211.7462	84.69	Ps11	
4211.8224	83.669	Ps11	
4211.8986	83.421	Ps11	
4211.9748	83.581	Ps11	
4212.051	84.002	Ps11	
4212.1272	84.637	Ps11	
4212.2034	85.409	Ps11	
4212.2796	86.292	Ps11	
4212.3558	87.307	Ps11	
4212.432	88.395	Ps11	
4212.5082	89.437	Ps11	
4212.5844	90.288	Ps11	
4212.6606	90.807	Ps11	
4212.7368	91.01	Ps11	
4212.813	91.148	Ps11	
4212.8892	91.555	Ps11	
4212.9654	92.516	Ps11	
4213.0416	94.103	Ps11	
4213.1178	96.139	Ps11	
4213.194	98.323	Ps11	
4213.2702	100.318	Ps11	
4213.3464	101.835	Ps11	
4213.4226	102.58	Ps11	
4213.4988	102.276	Ps11	
4213.575	100.628	Ps11	
4213.6512	97.513	Ps11	
4213.7274	93.199	Ps11	
4213.8036	88.423	Ps11	
4213.8798	84.211	Ps11	
4213.956	81.511	Ps11	
4214.0322	80.794	Ps11	
4214.1084	81.983	Ps11	
4214.1846	84.501	Ps11	
4214.2608	87.563	Ps11	
4214.337	90.439	Ps11	
4214.4132	92.55	Ps11	
4214.4894	93.559	Ps11	
4214.5656	93.416	Ps11	
4214.6418	92.46	Ps11	
4214.718	91.46	Ps11	
4214.7942	91.349	Ps11	
4214.8704	92.733	Ps11	
4214.9466	95.595	Ps11	
4215.0228	99.316	Ps11	
4215.099	102.979	Ps11	
4215.1752	105.683	Ps11	
4215.2514	106.959	Ps11	
4215.3276	106.842	Ps11	
4215.4038	105.765	Ps11	
4215.48	104.345	Ps11	
4215.5562	103.138	Ps11	
4215.6324	102.45	Ps11	
4215.7086	102.361	Ps11	
4215.7848	102.749	Ps11	
4215.861	103.204	Ps11	
4215.9372	103.01	Ps11	
4216.0134	101.593	Ps11	
4216.0896	98.805	Ps11	
4216.1658	94.871	Ps11	
4216.242	90.384	Ps11	
4216.3182	86.059	Ps11	
4216.3944	82.416	Ps11	
4216.4706	79.685	Ps11	
4216.5468	77.845	Ps11	
4216.623	76.603	Ps11	
4216.6992	75.641	Ps11	
4216.7754	74.91	Ps11	
4216.8516	74.466	Ps11	
4216.9278	74.197	Ps11	
4217.004	73.9	Ps11	
4217.0802	73.32	Ps11	
4217.1564	72.22	Ps11	
4217.2326	70.539	Ps11	
4217.3088	68.473	Ps11	
4217.385	66.364	Ps11	
4217.4612	64.541	Ps11	
4217.5374	63.151	Ps11	
4217.6136	62.066	Ps11	
4217.6898	61.03	Ps11	
4217.766	59.941	Ps11	
4217.8422	59.025	Ps11	
4217.9184	58.679	Ps11	
4217.9946	59.23	Ps11	
4218.0708	60.778	Ps11	
4218.147	63.111	Ps11	
4218.2232	65.813	Ps11	
4218.2994	68.488	Ps11	
4218.3756	70.876	Ps11	
4218.4518	72.923	Ps11	
4218.528	74.879	Ps11	
4218.6042	77.263	Ps11	
4218.6804	80.59	Ps11	
4218.7566	85.129	Ps11	
4218.8328	90.723	Ps11	
4218.909	96.697	Ps11	
4218.9852	102.102	Ps11	
4219.0614	106.064	Ps11	
4219.1376	108.17	Ps11	
4219.2138	108.641	Ps11	
4219.29	108.155	Ps11	
4219.3662	107.412	Ps11	
4219.4424	106.824	Ps11	
4219.5186	106.463	Ps11	
4219.5948	106.308	Ps11	
4219.671	106.352	Ps11	
4219.7472	106.592	Ps11	
4219.8234	106.899	Ps11	
4219.8996	107.003	Ps11	
4219.9758	106.727	Ps11	
4220.052	106.131	Ps11	
4220.1282	105.505	Ps11	
4220.2044	105.291	Ps11	
4220.2806	105.819	Ps11	
4220.3568	106.908	Ps11	
4220.433	107.812	Ps11	
4220.5092	107.65	Ps11	
4220.5854	106.034	Ps11	
4220.6616	103.25	Ps11	
4220.7378	100.021	Ps11	
4220.814	96.964	Ps11	
4220.8902	94.261	Ps11	
4220.9664	91.955	Ps11	
4221.0426	90.389	Ps11	
4221.1188	90.278	Ps11	
4221.195	92.324	Ps11	
4221.2712	96.689	Ps11	
4221.3474	102.605	Ps11	
4221.4236	108.581	Ps11	
4221.4998	113.258	Ps11	
4221.576	116.158	Ps11	
4221.6522	117.741	Ps11	
4221.7284	118.93	Ps11	
4221.8046	120.349	Ps11	
4221.8808	121.925	Ps11	
4221.957	123.039	Ps11	
4222.0332	123.034	Ps11	
4222.1094	121.578	Ps11	
4222.1856	118.783	Ps11	
4222.2618	115.117	Ps11	
4222.338	111.151	Ps11	
4222.4142	107.321	Ps11	
4222.4904	103.879	Ps11	
4222.5666	100.99	Ps11	
4222.6428	98.913	Ps11	
4222.719	97.989	Ps11	
4222.7952	98.568	Ps11	
4222.8714	100.786	Ps10	
4222.9476	104.442	Ps10	
4223.0238	109.113	Ps10	
4223.1	114.345	Ps10	
4223.1762	119.702	Ps10	
4223.2524	117.242	Ps10	
4223.3286	117.242	Ps10	
4223.4048	117.242	Ps10	
4223.481	117.242	Ps10	
4223.5572	117.242	Ps10	
4223.6334	117.242	Ps10	
4223.7096	117.242	Ps10	
4223.7858	117.242	Ps10	
4223.862	117.242	Ps10	
4223.9382	117.242	Ps10	
4224.0144	117.242	Ps10	
4224.0906	117.242	Ps10	
4224.1668	117.242	Ps10	
4224.243	117.242	Ps10	
4224.3192	117.242	Ps10	
4224.3954	117.242	Ps10	
4224.4716	117.242	Ps10	
4224.5478	117.989	Ps10	
4224.624	111.077	Ps10	
4224.7002	104.149	Ps10	
4224.7764	98.323	Ps10	
4224.8526	94.371	Ps10	
4224.9288	92.489	Ps10	
4225.005	92.331	Ps10	
4225.0812	93.245	Ps10	
4225.1574	94.502	Ps10	
4225.2336	95.576	Ps10	
4225.3098	96.175	Ps10	
4225.386	96.167	Ps10	
4225.4622	95.523	Ps10	
4225.5384	94.375	Ps10	
4225.6146	93.084	Ps10	
4225.6908	92.051	Ps10	
4225.767	91.491	Ps10	
4225.8432	91.455	Ps10	
4225.9194	91.902	Ps10	
4225.9956	92.748	Ps10	
4226.0718	93.952	Ps10	
4226.148	95.598	Ps10	
4226.2242	97.831	Ps10	
4226.3004	100.687	Ps10	
4226.3766	103.99	Ps10	
4226.4528	107.338	Ps10	
4226.529	110.265	Ps10	
4226.6052	112.431	Ps10	
4226.6814	113.638	Ps10	
4226.7576	113.823	Ps10	
4226.8338	113.045	Ps10	
4226.91	111.362	Ps10	
4226.9862	108.727	Ps10	
4227.0624	105.071	Ps10	
4227.1386	100.558	Ps10	
4227.2148	95.814	Ps10	
4227.291	91.773	Ps10	
4227.3672	89.24	Ps10	
4227.4434	88.423	Ps10	
4227.5196	88.831	Ps10	
4227.5958	89.651	Ps10	
4227.672	90.27	Ps10	
4227.7482	90.563	Ps10	
4227.8244	90.839	Ps10	
4227.9006	91.475	Ps10	
4227.9768	92.565	Ps10	
4228.053	93.761	Ps10	
4228.1292	94.603	Ps10	
4228.2054	94.904	Ps10	
4228.2816	94.815	Ps10	
4228.3578	94.638	Ps10	
4228.434	94.412	Ps10	
4228.5102	93.676	Ps10	
4228.5864	91.768	Ps10	
4228.6626	88.304	Ps10	
4228.7388	83.483	Ps10	
4228.815	78.041	Ps10	
4228.8912	72.982	Ps10	
4228.9674	69.226	Ps10	
4229.0436	67.326	Ps10	
4229.1198	67.319	Ps10	
4229.196	68.796	Ps10	
4229.2722	71.14	Ps10	
4229.3484	73.727	Ps10	
4229.4246	75.976	Ps10	
4229.5008	77.428	Ps10	
4229.577	77.999	Ps10	
4229.6532	78.202	Ps10	
4229.7294	78.973	Ps10	
4229.8056	81.128	Ps10	
4229.8818	84.982	Ps10	
4229.958	90.293	Ps10	
4230.0342	96.341	Ps10	
4230.1104	102.107	Ps10	
4230.1866	106.718	Ps10	
4230.2628	109.804	Ps10	
4230.339	111.52	Ps10	
4230.4152	112.205	Ps10	
4230.4914	112.101	Ps10	
4230.5676	111.3	Ps10	
4230.6438	109.858	Ps10	
4230.72	107.68	Ps10	
4230.7962	104.422	Ps10	
4230.8724	99.797	Ps10	
4230.9486	93.895	Ps10	
4231.0248	87.276	Ps10	
4231.101	80.804	Ps10	
4231.1772	75.416	Ps10	
4231.2534	71.889	Ps10	
4231.3296	70.53	Ps10	
4231.4058	71.025	Ps10	
4231.482	72.548	Ps10	
4231.5582	74.173	Ps10	
4231.6344	75.31	Ps10	
4231.7106	75.84	Ps10	
4231.7868	76.057	Ps10	
4231.863	76.529	Ps10	
4231.9392	77.749	Ps10	
4232.0154	79.683	Ps10	
4232.0916	81.589	Ps10	
4232.1678	82.455	Ps10	
4232.244	81.651	Ps10	
4232.3202	79.308	Ps10	
4232.3964	76.215	Ps10	
4232.4726	73.378	Ps10	
4232.5488	71.592	Ps10	
4232.625	71.257	Ps10	
4232.7012	72.355	Ps10	
4232.7774	74.562	Ps10	
4232.8536	77.445	Ps10	
4232.9298	80.493	Ps10	
4233.006	83.033	Ps10	
4233.0822	84.337	Ps10	
4233.1584	83.988	Ps10	
4233.2346	82.171	Ps10	
4233.3108	79.742	Ps10	
4233.387	77.93	Ps10	
4233.4632	77.696	Ps10	
4233.5394	79.299	Ps10	
4233.6156	82.197	Ps10	
4233.6918	85.252	Ps10	
4233.768	87.283	Ps10	
4233.8442	87.604	Ps10	
4233.9204	86.289	Ps10	
4233.9966	84.014	Ps10	
4234.0728	81.69	Ps10	
4234.149	80.125	Ps10	
4234.2252	79.807	Ps10	
4234.3014	80.879	Ps10	
4234.3776	83.173	Ps10	
4234.4538	86.318	Ps10	
4234.53	89.824	Ps10	
4234.6062	93.177	Ps10	
4234.6824	95.944	Ps10	
4234.7586	97.914	Ps10	
4234.8348	99.214	Ps10	
4234.911	100.215	Ps10	
4234.9872	101.262	Ps10	
4235.0634	102.501	Ps10	
4235.1396	103.826	Ps10	
4235.2158	104.837	Ps10	
4235.292	104.846	Ps10	
4235.3682	103.183	Ps10	
4235.4444	99.567	Ps10	
4235.5206	94.275	Ps10	
4235.5968	88.087	Ps10	
4235.673	82.015	Ps10	
4235.7492	76.932	Ps10	
4235.8254	73.297	Ps10	
4235.9016	71.129	Ps10	
4235.9778	70.114	Ps10	
4236.054	69.796	Ps10	
4236.1302	69.799	Ps10	
4236.2064	69.923	Ps10	
4236.2826	70.099	Ps10	
4236.3588	70.219	Ps10	
4236.435	70.087	Ps10	
4236.5112	69.5	Ps10	
4236.5874	68.408	Ps10	
4236.6636	67.019	Ps10	
4236.7398	65.67	Ps10	
4236.816	64.729	Ps10	
4236.8922	64.468	Ps10	
4236.9684	64.887	Ps10	
4237.0446	65.701	Ps10	
4237.1208	66.628	Ps10	
4237.197	67.794	Ps10	
4237.2732	69.739	Ps10	
4237.3494	73.005	Ps10	
4237.4256	77.678	Ps10	
4237.5018	83.216	Ps10	
4237.578	88.578	Ps10	
4237.6542	92.607	Ps10	
4237.7304	94.55	Ps10	
4237.8066	94.342	Ps10	
4237.8828	92.438	Ps10	
4237.959	89.399	Ps10	
4238.0352	85.624	Ps10	
4238.1114	81.396	Ps10	
4238.1876	77.055	Ps9	
4238.2638	73.054	Ps9	
4238.34	69.798	Ps9	
4238.4162	67.49	Ps9	
4238.4924	66.109	Ps9	
4238.5686	65.336	Ps9	
4238.6448	64.759	Ps9	
4238.721	64.126	Ps9	
4238.7972	63.442	Ps9	
4238.8734	62.824	Ps9	
4238.9496	62.431	Ps9	
4239.0258	62.39	Ps9	
4239.102	62.691	Ps9	
4239.1782	63.195	Ps9	
4239.2544	63.73	Ps9	
4239.3306	64.199	Ps9	
4239.4068	64.641	Ps9	
4239.483	65.212	Ps9	
4239.5592	66.157	Ps9	
4239.6354	67.69	Ps9	
4239.7116	69.84	Ps9	
4239.7878	72.389	Ps9	
4239.864	74.91	Ps9	
4239.9402	76.991	Ps9	
4240.0164	78.33	Ps9	
4240.0926	78.69	Ps9	
4240.1688	77.847	Ps9	
4240.245	75.706	Ps9	
4240.3212	72.366	Ps9	
4240.3974	68.085	Ps9	
4240.4736	63.341	Ps9	
4240.5498	58.879	Ps9	
4240.626	55.425	Ps9	
4240.7022	53.408	Ps9	
4240.7784	52.853	Ps9	
4240.8546	53.434	Ps9	
4240.9308	54.67	Ps9	
4241.007	56.105	Ps9	
4241.0832	57.366	Ps9	
4241.1594	58.227	Ps9	
4241.2356	58.599	Ps9	
4241.3118	58.434	Ps9	
4241.388	57.635	Ps9	
4241.4642	56.217	Ps9	
4241.5404	54.43	Ps9	
4241.6166	52.676	Ps9	
4241.6928	51.396	Ps9	
4241.769	51.009	Ps9	
4241.8452	51.755	Ps9	
4241.9214	53.611	Ps9	
4241.9976	56.32	Ps9	
4242.0738	59.522	Ps9	
4242.15	62.871	Ps9	
4242.2262	66.161	Ps9	
4242.3024	69.343	Ps9	
4242.3786	72.455	Ps9	
4242.4548	75.527	Ps9	
4242.531	78.412	Ps9	
4242.6072	80.772	Ps9	
4242.6834	82.259	Ps9	
4242.7596	82.833	Ps9	
4242.8358	83.024	Ps9	
4242.912	84.259	Ps9	
4242.9882	88.933	Ps9	
4243.0644	99.633	Ps9	
4243.1406	117.413	Ps9	
4243.2168	117.242	Ps9	
4243.293	117.242	Ps9	
4243.3692	117.242	Ps9	
4243.4454	117.242	Ps9	
4243.5216	117.242	Ps9	
4243.5978	117.242	Ps9	
4243.674	117.242	Ps9	
4243.7502	112.645	Ps9	
4243.8264	96.457	Ps9	
4243.9026	85.763	Ps9	
4243.9788	79.458	Ps9	
4244.055	76.036	Ps9	
4244.1312	74.291	Ps9	
4244.2074	73.392	Ps9	
4244.2836	72.948	Ps9	
4244.3598	73.028	Ps9	
4244.436	73.871	Ps9	
4244.5122	75.589	Ps9	
4244.5884	78.105	Ps9	
4244.6646	81.124	Ps9	
4244.7408	84.219	Ps9	
4244.817	87.028	Ps9	
4244.8932	89.283	Ps9	
4244.9694	90.735	Ps9	
4245.0456	91.103	Ps9	
4245.1218	90.164	Ps9	
4245.198	88.033	Ps9	
4245.2742	85.441	Ps9	
4245.3504	83.619	Ps9	
4245.4266	83.741	Ps9	
4245.5028	86.454	Ps9	
4245.579	91.541	Ps9	
4245.6552	97.869	Ps9	
4245.7314	103.838	Ps9	
4245.8076	108.015	Ps9	
4245.8838	109.437	Ps9	
4245.96	107.708	Ps9	
4246.0362	103.008	Ps9	
4246.1124	96.011	Ps9	
4246.1886	87.801	Ps9	
4246.2648	79.665	Ps9	
4246.341	72.637	Ps9	
4246.4172	67.159	Ps9	
4246.4934	63.081	Ps9	
4246.5696	59.938	Ps9	
4246.6458	57.334	Ps9	
4246.722	55.198	Ps9	
4246.7982	53.732	Ps9	
4246.8744	53.068	Ps9	
4246.9506	53.016	Ps9	
4247.0268	53.127	Ps9	
4247.103	52.96	Ps9	
4247.1792	52.393	Ps9	
4247.2554	51.751	Ps9	
4247.3316	51.618	Ps9	
4247.4078	52.543	Ps9	
4247.484	54.831	Ps9	
4247.5602	58.572	Ps9	
4247.6364	63.854	Ps9	
4247.7126	70.697	Ps9	
4247.7888	78.751	Ps9	
4247.865	87.057	Ps9	
4247.9412	94.206	Ps9	
4248.0174	98.876	Ps9	
4248.0936	100.366	Ps9	
4248.1698	98.89	Ps9	
4248.246	95.516	Ps9	
4248.3222	91.673	Ps9	
4248.3984	88.482	Ps9	
4248.4746	86.355	Ps9	
4248.5508	85.135	Ps9	
4248.627	84.538	Ps9	
4248.7032	84.374	Ps9	
4248.7794	84.513	Ps9	
4248.8556	84.716	Ps9	
4248.9318	84.613	Ps9	
4249.008	83.817	Ps9	
4249.0842	82.128	Ps9	
4249.1604	79.679	Ps9	
4249.2366	76.926	Ps9	
4249.3128	74.329	Ps9	
4249.389	72.064	Ps9	
4249.4652	70.015	Ps9	
4249.5414	67.921	Ps9	
4249.6176	65.694	Ps9	
4249.6938	63.566	Ps9	
4249.77	61.933	Ps9	
4249.8462	61.137	Ps9	
4249.9224	61.228	Ps9	
4249.9986	61.934	Ps9	
4250.0748	62.968	Ps9	
4250.151	64.353	Ps9	
4250.2272	66.412	Ps9	
4250.3034	69.452	Ps9	
4250.3796	73.384	Ps9	
4250.4558	77.602	Ps9	
4250.532	81.239	Ps9	
4250.6082	83.688	Ps9	
4250.6844	84.921	Ps9	
4250.7606	85.461	Ps9	
4250.8368	86.128	Ps9	
4250.913	87.626	Ps8	
4250.9892	90.172	Ps8	
4251.0654	93.492	Ps8	
4251.1416	97.009	Ps8	
4251.2178	100.166	Ps8	
4251.294	102.679	Ps8	
4251.3702	104.632	Ps8	
4251.4464	106.264	Ps8	
4251.5226	107.515	Ps8	
4251.5988	107.984	Ps8	
4251.675	107.079	Ps8	
4251.7512	104.387	Ps8	
4251.8274	100.029	Ps8	
4251.9036	94.709	Ps8	
4251.9798	89.352	Ps8	
4252.056	84.677	Ps8	
4252.1322	80.853	Ps8	
4252.2084	77.449	Ps8	
