WELL	DEPTH	GR	SP	RD	RM	RXO	LAYER	FACES
TZ122	4200.83	72.43	-54.018	9.336	9.219	8.995	Ps12	³±Ï«Í¨µÀ
TZ122	4200.9062	71.247	-53.677	9.589	9.463	9.13	Ps12	³±Ï«Í¨µÀ
TZ122	4200.9824	70.053	-53.34	9.501	9.369	8.951	Ps12	³±Ï«Í¨µÀ
TZ122	4201.0586	69.004	-52.968	9.119	8.987	8.518	Ps12	³±Ï«Í¨µÀ
TZ122	4201.1348	68.21	-52.552	8.642	8.517	8.033	Ps12	³±Ï«Í¨µÀ
TZ122	4201.211	67.753	-52.114	8.288	8.169	7.686	Ps12	³±Ï«Í¨µÀ
TZ122	4201.2872	67.712	-51.683	8.105	7.991	7.514	Ps12	³±Ï«Í¨µÀ
TZ122	4201.3634	68.191	-51.289	8.036	7.928	7.459	Ps12	³±Ï«Í¨µÀ
TZ122	4201.4396	69.337	-50.933	7.963	7.859	7.398	Ps12	³±Ï«Í¨µÀ
TZ122	4201.5158	71.275	-50.64	7.811	7.711	7.255	Ps12	³±Ï«Í¨µÀ
TZ122	4201.592	73.875	-50.455	7.604	7.505	7.046	Ps12	³±Ï«Í¨µÀ
TZ122	4201.6682	76.932	-50.417	7.411	7.31	6.831	Ps12	³±Ï«Í¨µÀ
TZ122	4201.7444	80.233	-50.54	7.279	7.168	6.651	Ps12	³±Ï«Í¨µÀ
TZ122	4201.8206	83.45	-50.825	7.218	7.091	6.518	Ps12	³±Ï«Í¨µÀ
TZ122	4201.8968	86.147	-51.287	7.24	7.089	6.449	Ps12	³±Ï«Í¨µÀ
TZ122	4201.973	87.93	-51.868	7.4	7.215	6.497	Ps12	³±Ï«Í¨µÀ
TZ122	4202.0492	88.43	-52.436	7.779	7.551	6.738	Ps12	³±Ï«Í¨µÀ
TZ122	4202.1254	87.305	-52.826	8.454	8.166	7.24	Ps12	³±Ï«Í¨µÀ
TZ122	4202.2016	84.511	-52.92	9.404	9.04	7.992	Ps12	³±Ï«Í¨µÀ
TZ122	4202.2778	80.426	-52.679	10.183	9.746	8.629	Ps12	³±Ï«Í¨µÀ
TZ122	4202.354	75.844	-52.18	10.259	9.781	8.705	Ps12	³±Ï«Í¨µÀ
TZ122	4202.4302	71.739	-51.566	9.5	9.028	8.103	Ps12	³±Ï«Í¨µÀ
TZ122	4202.5064	68.834	-50.983	8.387	7.967	7.22	Ps12	³±Ï«Í¨µÀ
TZ122	4202.5826	67.401	-50.538	7.702	7.31	6.716	Ps12	³±Ï«Í¨µÀ
TZ122	4202.6588	67.255	-50.295	7.648	7.258	6.767	Ps12	³±Ï«Í¨µÀ
TZ122	4202.735	67.811	-50.238	8.329	7.908	7.488	Ps12	³±Ï«Í¨µÀ
TZ122	4202.8112	68.31	-50.337	10.028	9.531	9.161	Ps12	³±Ï«Í¨µÀ
TZ122	4202.8874	68.11	-50.562	12.52	11.929	11.626	Ps12	³±Ï«Í¨µÀ
TZ122	4202.9636	66.948	-50.848	14.718	14.054	13.864	Ps12	³±Ï«Í¨µÀ
TZ122	4203.0398	64.9	-51.137	15.643	14.958	14.889	Ps12	³±Ï«Í¨µÀ
TZ122	4203.116	62.311	-51.442	15.065	14.411	14.407	Ps12	³±Ï«Í¨µÀ
TZ122	4203.1922	59.906	-51.779	13.694	13.096	13.086	Ps12	³±Ï«Í¨µÀ
TZ122	4203.2684	58.564	-52.071	12.298	11.75	11.678	Ps12	³±Ï«Í¨µÀ
TZ122	4203.3446	59.029	-52.169	11.083	10.548	10.412	Ps12	³±Ï«Í¨µÀ
TZ122	4203.4208	61.633	-51.941	10.067	9.565	9.321	Ps12	³±Ï«Í¨µÀ
TZ122	4203.497	66.28	-51.345	9.267	8.785	8.435	Ps12	³±Ï«Í¨µÀ
TZ122	4203.5732	72.316	-50.481	8.69	8.217	7.774	Ps12	³±Ï«Í¨µÀ
TZ122	4203.6494	78.622	-49.575	8.297	7.825	7.31	Ps12	³±Ï«Í¨µÀ
TZ122	4203.7256	84.175	-48.878	7.975	7.504	6.946	Ps12	³±Ï«Í¨µÀ
TZ122	4203.8018	88.479	-48.548	7.564	7.115	6.551	Ps12	³±Ï«Í¨µÀ
TZ122	4203.878	91.693	-48.594	6.992	6.57	6.059	Ps12	ÄàÆº
TZ122	4203.9542	94.541	-48.882	6.361	5.976	5.549	Ps12	ÄàÆº
TZ122	4204.0304	97.753	-49.251	5.847	5.497	5.16	Ps12	ÄàÆº
TZ122	4204.1066	101.587	-49.62	5.563	5.24	4.991	Ps12	ÄàÆº
TZ122	4204.1828	105.721	-49.992	5.571	5.284	5.129	Ps12	ÄàÆº
TZ122	4204.259	109.347	-50.403	5.951	5.656	5.563	Ps12	ÄàÆº
TZ122	4204.3352	111.478	-50.869	6.68	6.338	6.313	Ps12	ÄàÆº
TZ122	4204.4114	111.366	-51.384	7.55	7.16	7.201	Ps12	ÄàÆº
TZ122	4204.4876	108.702	-51.915	8.275	7.866	7.963	Ps12	ÄàÆº
TZ122	4204.5638	103.634	-52.425	8.703	8.313	8.425	Ps12	ÄàÆº
TZ122	4204.64	96.832	-52.892	8.834	8.492	8.552	Ps12	ÄàÆº
TZ122	4204.7162	89.436	-53.286	8.812	8.524	8.464	Ps12	ÄàÆº
TZ122	4204.7924	82.832	-53.565	8.847	8.596	8.366	Ps12	ÄàÆº
TZ122	4204.8686	78.1	-53.692	9.077	8.838	8.388	Ps12	ÄàÆº
TZ122	4204.9448	75.886	-53.656	9.519	9.283	8.562	Ps12	ÄàÆº
TZ122	4205.021	76.238	-53.474	10.219	9.951	8.888	Ps12	ÄàÆº
TZ122	4205.0972	78.648	-53.201	11.217	10.868	9.396	Ps12	ÄàÆº
TZ122	4205.1734	82.369	-52.915	12.481	12.047	10.081	Ps12	ÄàÆº
TZ122	4205.2496	86.636	-52.685	13.636	13.107	10.659	Ps12	ÄàÆº
TZ122	4205.3258	90.794	-52.529	13.88	13.283	10.545	Ps12	ÄàÆº
TZ122	4205.402	94.403	-52.419	12.731	12.129	9.444	Ps12	ÄàÆº
TZ122	4205.4782	97.237	-52.317	10.586	10.037	7.706	Ps12	ÄàÆº
TZ122	4205.5544	99.355	-52.218	8.182	7.726	5.891	Ps12	ÄàÆº
TZ122	4205.6306	100.946	-52.141	6.187	5.827	4.451	Ps12	ÄàÆº
TZ122	4205.7068	102.221	-52.109	4.977	4.682	3.605	Ps12	ÄàÆº
TZ122	4205.783	103.124	-52.145	4.338	4.079	3.182	Ps12	ÄàÆº
TZ122	4205.8592	103.311	-52.257	4.103	3.859	3.066	Ps12	ÄàÆº
TZ122	4205.9354	102.553	-52.435	4.224	3.978	3.229	Ps12	ÄàÆº
TZ122	4206.0116	100.821	-52.655	4.75	4.482	3.732	Ps12	ÄàÆº
TZ122	4206.0878	98.4	-52.88	5.809	5.49	4.686	Ps12	ÄàÆº
TZ122	4206.164	95.767	-53.074	7.141	6.755	5.901	Ps12	ÄàÆº
TZ122	4206.2402	93.241	-53.224	8.371	7.925	7.073	Ps12	ÄàÆº
TZ122	4206.3164	90.851	-53.329	9.122	8.655	7.854	Ps12	ÄàÆº
TZ122	4206.3926	88.359	-53.4	9.212	8.747	8.032	Ps12	ÄàÆº
TZ122	4206.4688	85.627	-53.439	8.94	8.489	7.821	Ps12	ÄàÆº
TZ122	4206.545	82.808	-53.433	8.807	8.351	7.647	Ps12	ÄàÆº
TZ122	4206.6212	80.54	-53.348	8.988	8.499	7.664	Ps12	ÄàÆº
TZ122	4206.6974	79.587	-53.138	9.283	8.747	7.701	Ps12	ÄàÆº
TZ122	4206.7736	80.536	-52.739	9.337	8.748	7.479	Ps12	ÄàÆº
TZ122	4206.8498	83.569	-52.089	8.937	8.335	6.878	Ps12	ÄàÆº
TZ122	4206.926	88.318	-51.161	8.141	7.556	6.009	Ps12	ÄàÆº
TZ122	4207.0022	93.922	-49.989	7.193	6.642	5.095	Ps12	ÄàÆº
TZ122	4207.0784	99.313	-48.673	6.338	5.821	4.325	Ps12	ÄàÆº
TZ122	4207.1546	103.404	-47.347	5.72	5.225	3.782	Ps12	ÄàÆº
TZ122	4207.2308	105.61	-46.153	5.303	4.817	3.419	Ps12	ÄàÆº
TZ122	4207.307	105.921	-45.199	5.019	4.536	3.18	Ps12	ÄàÆº
TZ122	4207.3832	104.748	-44.524	4.824	4.337	3.024	Ps12	ÄàÆº
TZ122	4207.4594	102.69	-44.106	4.711	4.214	2.941	Ps12	ÄàÆº
TZ122	4207.5356	100.275	-43.893	4.712	4.193	2.946	Ps12	ÄàÆº
TZ122	4207.6118	97.61	-43.836	4.886	4.323	3.074	Ps12	ÄàÆº
TZ122	4207.688	94.324	-43.876	5.325	4.685	3.388	Ps12	ÄàÆº
TZ122	4207.7642	89.996	-43.949	6.201	5.426	4.004	Ps12	ÄàÆº
TZ122	4207.8404	84.597	-44.017	7.922	6.889	5.203	Ps12	ÄàÆº
TZ122	4207.9166	78.846	-44.097	11.188	9.669	7.474	Ps12	ÄàÆº
TZ122	4207.9928	73.997	-44.226	16.606	14.307	11.3	Ps12	ÄàÆº
TZ122	4208.069	71.266	-44.411	23.256	19.975	16.138	Ps12	ÄàÆº
TZ122	4208.1452	71.314	-44.601	28.815	24.687	20.346	Ps12	ÄàÆº
TZ122	4208.2214	74.126	-44.705	32.336	27.6	23.042	Ps12	ÄàÆº
TZ122	4208.2976	78.994	-44.655	26.993	22.882	19.151	Ps12	ÄàÆº
TZ122	4208.3738	84.986	-44.446	18.863	15.897	13.24	Ps12	ÄàÆº
TZ122	4208.45	91.271	-44.146	15.234	12.818	10.575	Ps12	ÄàÆº
TZ122	4208.5262	97.038	-43.862	14.421	12.113	9.818	Ps12	ÄàÆº
TZ122	4208.6024	101.672	-43.705	15.4	12.907	10.212	Ps12	ÄàÆº
TZ122	4208.6786	104.806	-43.746	17.757	14.865	11.46	Ps12	ÄàÆº
TZ122	4208.7548	106.091	-43.961	19.657	16.453	12.369	Ps12	ÄàÆº
TZ122	4208.831	105.35	-44.281	19.606	16.289	11.984	Ps12	ÄàÆº
TZ122	4208.9072	102.899	-44.65	17.615	14.559	10.423	Ps12	ÄàÆº
TZ122	4208.9834	99.342	-45.013	14.773	12.129	8.464	Ps12	ÄàÆº
TZ122	4209.0596	95.371	-45.312	12.711	10.381	7.109	Ps12	ÄàÆº
TZ122	4209.1358	91.676	-45.516	11.983	9.717	6.543	Ps12	ÄàÆº
TZ122	4209.212	88.729	-45.606	12.372	9.945	6.6	Ps12	ÄàÆº
TZ122	4209.2882	86.707	-45.589	13.773	10.976	7.205	Ps12	ÄàÆº
TZ122	4209.3644	85.691	-45.501	14.823	11.735	7.659	Ps12	ÄàÆº
TZ122	4209.4406	85.599	-45.395	14.258	11.216	7.291	Ps12	ÄàÆº
TZ122	4209.5168	86.144	-45.309	12.253	9.588	6.22	Ps12	ÄàÆº
TZ122	4209.593	87.158	-45.286	9.81	7.651	4.97	Ps12	ÄàÆº
TZ122	4209.6692	88.505	-45.336	7.856	6.122	3.991	Ps12	ÄàÆº
TZ122	4209.7454	89.918	-45.414	6.623	5.168	3.387	Ps12	ÄàÆº
TZ122	4209.8216	91.064	-45.463	5.843	4.575	3.022	Ps12	ÄàÆº
TZ122	4209.8978	91.667	-45.467	5.313	4.182	2.789	Ps12	ÄàÆº
TZ122	4209.974	91.489	-45.45	4.945	3.92	2.645	Ps12	ÄàÆº
TZ122	4210.0502	90.629	-45.47	4.747	3.794	2.598	Ps12	ÄàÆº
TZ122	4210.1264	89.414	-45.594	4.784	3.86	2.69	Ps12	ÄàÆº
TZ122	4210.2026	88.151	-45.846	5.156	4.202	2.993	Ps12	ÄàÆº
TZ122	4210.2788	86.857	-46.197	6.062	4.994	3.648	Ps12	ÄàÆº
TZ122	4210.355	85.473	-46.595	7.952	6.616	4.965	Ps12	ÄàÆº
TZ122	4210.4312	83.921	-46.983	10.999	9.23	7.119	Ps12	ÄàÆº
TZ122	4210.5074	82.151	-47.347	14.707	12.468	9.866	Ps12	ÄàÆº
TZ122	4210.5836	80.272	-47.731	17.974	15.374	12.476	Ps12	ÄàÆº
TZ122	4210.6598	78.566	-48.165	19.339	16.686	13.819	Ps12	ÄàÆº
TZ122	4210.736	77.342	-48.654	17.419	15.138	12.702	Ps12	ÄàÆº
TZ122	4210.8122	76.842	-49.142	14.428	12.613	10.638	Ps12	ÄàÆº
TZ122	4210.8884	77.093	-49.538	12.474	10.966	9.233	Ps12	ÄàÆº
TZ122	4210.9646	78.063	-49.774	11.343	10.028	8.387	Ps12	ÄàÆº
TZ122	4211.0408	79.773	-49.815	10.401	9.23	7.664	Ps12	ÄàÆº
TZ122	4211.117	82.138	-49.663	9.348	8.345	6.865	Ps12	ÄàÆº
TZ122	4211.1932	84.833	-49.369	8.274	7.442	6.094	Ps12	ÄàÆº
TZ122	4211.2694	87.376	-49.011	7.481	6.781	5.559	Ps12	ÄàÆº
TZ122	4211.3456	89.399	-48.673	7.081	6.468	5.341	Ps12	ÄàÆº
TZ122	4211.4218	90.617	-48.409	7.119	6.553	5.483	Ps12	ÄàÆº
TZ122	4211.498	90.839	-48.274	7.677	7.117	6.064	Ps12	ÄàÆº
TZ122	4211.5742	90.172	-48.308	8.876	8.287	7.22	Ps12	ÄàÆº
TZ122	4211.6504	88.854	-48.503	10.314	9.702	8.661	Ps12	ÄàÆº
TZ122	4211.7266	87.229	-48.843	11.258	10.659	9.738	Ps12	ÄàÆº
TZ122	4211.8028	85.696	-49.268	11.211	10.692	9.952	Ps12	ÄàÆº
TZ122	4211.879	84.564	-49.717	10.253	9.817	9.296	Ps12	ÄàÆº
TZ122	4211.9552	83.914	-50.153	9.047	8.693	8.341	Ps12	ÄàÆº
TZ122	4212.0314	83.574	-50.566	8.16	7.867	7.622	Ps12	ÄàÆº
TZ122	4212.1076	83.284	-50.967	7.681	7.427	7.243	Ps12	ÄàÆº
TZ122	4212.1838	82.937	-51.382	7.437	7.21	7.06	Ps12	ÄàÆº
TZ122	4212.26	82.739	-51.83	7.216	7.014	6.889	Ps12	ÄàÆº
TZ122	4212.3362	83.143	-52.313	6.889	6.714	6.612	Ps12	ÄàÆº
TZ122	4212.4124	84.462	-52.807	6.446	6.298	6.221	Ps12	ÄàÆº
TZ122	4212.4886	86.613	-53.298	5.956	5.835	5.785	Ps12	ÄàÆº
TZ122	4212.5648	89.072	-53.787	5.498	5.403	5.38	Ps12	ÄàÆº
TZ122	4212.641	91.076	-54.289	5.119	5.044	5.048	Ps12	ÄàÆº
TZ122	4212.7172	92.061	-54.807	4.815	4.761	4.789	Ps12	ÄàÆº
TZ122	4212.7934	91.97	-55.32	4.572	4.534	4.582	Ps12	ÄàÆº
TZ122	4212.8696	91.266	-55.771	4.365	4.34	4.407	Ps12	ÄàÆº
TZ122	4212.9458	90.519	-56.094	4.182	4.167	4.251	Ps12	ÄàÆº
TZ122	4213.022	90.077	-56.257	4.021	4.015	4.112	Ps12	ÄàÆº
TZ122	4213.0982	89.918	-56.289	3.889	3.889	3.996	Ps12	ÄàÆº
TZ122	4213.1744	89.78	-56.26	3.788	3.792	3.908	Ps12	ÄàÆº
TZ122	4213.2506	89.285	-56.249	3.724	3.73	3.852	Ps12	ÄàÆº
TZ122	4213.3268	88.148	-56.313	3.701	3.708	3.837	Ps12	ÄàÆº
TZ122	4213.403	86.314	-56.458	3.735	3.743	3.878	Ps12	ÄàÆº
TZ122	4213.4792	83.91	-56.629	3.851	3.858	4.004	Ps12	ÄàÆº
TZ122	4213.5554	81.164	-56.755	4.082	4.088	4.249	Ps12	ÄàÆº
TZ122	4213.6316	78.336	-56.776	4.474	4.479	4.665	Ps12	ÄàÆº
TZ122	4213.7078	75.625	-56.664	5.089	5.093	5.317	Ps12	ÄàÆº
TZ122	4213.784	73.287	-56.437	6.003	5.998	6.269	Ps12	ÄàÆº
TZ122	4213.8602	71.549	-56.131	7.185	7.164	7.487	Ps12	ÄàÆº
TZ122	4213.9364	70.599	-55.786	8.465	8.424	8.77	Ps12	ÄàÆº
TZ122	4214.0126	70.463	-55.431	9.472	9.425	9.706	Ps12	ÄàÆº
TZ122	4214.0888	70.978	-55.085	9.772	9.713	9.882	Ps12	ÄàÆº
TZ122	4214.165	71.741	-54.756	9.53	9.461	9.523	Ps12	ÄàÆº
TZ122	4214.2412	72.118	-54.45	9.419	9.357	9.325	Ps12	ÄàÆº
TZ122	4214.3174	71.463	-54.188	9.908	9.854	9.729	Ps12	ÄàÆº
TZ122	4214.3936	69.489	-54.01	11.281	11.234	10.994	Ps12	ÄàÆº
TZ122	4214.4698	66.451	-53.915	14.076	14.026	13.665	Ps12	ÄàÆº
TZ122	4214.546	62.962	-53.864	19.292	19.245	18.697	Ps12	ÄàÆº
TZ122	4214.6222	59.603	-53.798	27.042	27.173	26.307	Ps12	ÄàÆº
TZ122	4214.6984	56.764	-53.667	36.853	37.293	36.292	Ps12	ÄàÆº
TZ122	4214.7746	54.579	-53.44	47.171	48.039	47.008	Ps12	ÄàÆº
TZ122	4214.8508	53.036	-53.118	55.191	56.516	55.549	Ps12	ÄàÆº
TZ122	4214.927	52.127	-52.751	58.578	60.296	59.5	Ps12	ÄàÆº
TZ122	4215.0032	51.91	-52.393	58.164	60.226	59.648	Ps12	ÄàÆº
TZ122	4215.0794	52.492	-52.076	55.393	57.651	57.236	Ps12	ÄàÆº
TZ122	4215.1556	53.965	-51.801	50.636	52.749	52.342	Ps12	ÄàÆº
TZ122	4215.2318	56.294	-51.534	44.294	45.986	45.467	Ps12	ÄàÆº
TZ122	4215.308	59.137	-51.257	37.592	38.725	38.056	Ps12	ÄàÆº
TZ122	4215.3842	61.994	-50.97	31.625	32.451	31.761	Ps12	ÄàÆº
TZ122	4215.4604	64.334	-50.672	27.757	28.378	27.699	Ps12	ÄàÆº
TZ122	4215.5366	65.705	-50.374	25.901	26.327	25.639	Ps12	ÄàÆº
TZ122	4215.6128	65.901	-50.111	25.783	25.986	25.251	Ps12	ÄàÆº
TZ122	4215.689	65.077	-49.913	27.162	27.102	26.277	Ps12	ÄàÆº
TZ122	4215.7652	63.872	-49.778	29.329	29.064	28.154	Ps12	ÄàÆº
TZ122	4215.8414	63.222	-49.684	30.68	30.245	29.316	Ps12	ÄàÆº
TZ122	4215.9176	63.945	-49.605	30.231	29.61	28.969	Ps12	ÄàÆº
TZ122	4215.9938	66.423	-49.503	27.913	27.153	26.499	Ps12	ÄàÆº
TZ122	4216.07	70.41	-49.346	24.604	23.774	23.023	Ps12	ÄàÆº
TZ122	4216.1462	75.193	-49.124	21.253	20.411	19.611	Ps12	ÄàÆº
TZ122	4216.2224	79.822	-48.852	18.307	17.479	16.661	Ps12	ÄàÆº
TZ122	4216.2986	83.433	-48.565	15.746	14.957	14.147	Ps12	ÄàÆº
TZ122	4216.3748	85.622	-48.292	13.491	12.758	11.975	Ps12	ÄàÆº
TZ122	4216.451	86.442	-48.046	11.546	10.879	10.134	Ps12	ÄàÆº
TZ122	4216.5272	86.31	-47.822	10.016	9.411	8.698	Ps12	ÄàÆº
TZ122	4216.6034	85.784	-47.606	9.008	8.45	7.744	Ps12	ÄàÆº
TZ122	4216.6796	85.199	-47.367	8.519	7.987	7.254	Ps12	ÄàÆº
TZ122	4216.7558	84.67	-47.073	8.513	7.986	7.187	Ps12	ÄàÆº
TZ122	4216.832	84.336	-46.718	8.938	8.395	7.483	Ps12	ÄàÆº
TZ122	4216.9082	84.569	-46.322	9.475	8.925	7.874	Ps12	ÄàÆº
TZ122	4216.9844	85.897	-45.91	9.553	9.032	7.893	Ps12	ÄàÆº
TZ122	4217.0606	88.824	-45.489	8.896	8.45	7.324	Ps12	ÄàÆº
TZ122	4217.1368	93.398	-45.055	7.695	7.349	6.33	Ps12	ÄàÆº
TZ122	4217.213	98.982	-44.615	6.437	6.186	5.313	Ps12	ÄàÆº
TZ122	4217.2892	104.365	-44.199	5.579	5.398	4.64	Ps12	ÄàÆº
TZ122	4217.3654	108.229	-43.853	5.127	4.997	4.318	Ps12	ÄàÆº
TZ122	4217.4416	109.735	-43.625	5.024	4.935	4.304	Ps12	ÄàÆº
TZ122	4217.5178	109.038	-43.536	5.242	5.189	4.588	Ps11	³±Ï«Í¨µÀ
TZ122	4217.594	107.214	-43.566	5.754	5.742	5.162	Ps11	³±Ï«Í¨µÀ
TZ122	4217.6702	105.518	-43.662	6.334	6.365	5.829	Ps11	³±Ï«Í¨µÀ
TZ122	4217.7464	104.727	-43.759	6.652	6.728	6.281	Ps11	³±Ï«Í¨µÀ
TZ122	4217.8226	105.022	-43.801	6.549	6.667	6.344	Ps11	³±Ï«Í¨µÀ
TZ122	4217.8988	106.058	-43.766	6.098	6.245	6.05	Ps11	³±Ï«Í¨µÀ
TZ122	4217.975	107.337	-43.654	5.541	5.705	5.609	Ps11	³±Ï«Í¨µÀ
TZ122	4218.0512	108.456	-43.477	5.109	5.283	5.257	Ps11	³±Ï«Í¨µÀ
TZ122	4218.1274	109.165	-43.265	4.89	5.071	5.09	Ps11	³±Ï«Í¨µÀ
TZ122	4218.2036	109.347	-43.062	4.856	5.057	5.103	Ps11	³±Ï«Í¨µÀ
TZ122	4218.2798	108.672	-42.915	4.983	5.217	5.283	Ps11	³±Ï«Í¨µÀ
TZ122	4218.356	106.817	-42.867	5.26	5.545	5.625	Ps11	³±Ï«Í¨µÀ
TZ122	4218.4322	103.722	-42.94	5.682	6.043	6.136	Ps11	³±Ï«Í¨µÀ
TZ122	4218.5084	99.809	-43.125	6.226	6.695	6.801	Ps11	³±Ï«Í¨µÀ
TZ122	4218.5846	95.904	-43.385	6.797	7.401	7.523	Ps11	³±Ï«Í¨µÀ
TZ122	4218.6608	92.863	-43.669	7.223	7.959	8.094	Ps11	³±Ï«Í¨µÀ
TZ122	4218.737	91.346	-43.918	7.31	8.115	8.239	Ps11	³±Ï«Í¨µÀ
TZ122	4218.8132	91.645	-44.088	6.974	7.743	7.845	Ps11	³±Ï«Í¨µÀ
TZ122	4218.8894	93.672	-44.172	6.331	6.989	7.076	Ps11	³±Ï«Í¨µÀ
TZ122	4218.9656	96.992	-44.202	5.614	6.157	6.233	Ps11	³±Ï«Í¨µÀ
TZ122	4219.0418	100.813	-44.232	5.017	5.474	5.546	Ps11	³±Ï«Í¨µÀ
TZ122	4219.118	104.224	-44.328	4.604	5.007	5.078	Ps11	³±Ï«Í¨µÀ
TZ122	4219.1942	106.452	-44.529	4.327	4.696	4.769	Ps11	³±Ï«Í¨µÀ
TZ122	4219.2704	107.123	-44.852	4.123	4.467	4.544	Ps11	³±Ï«Í¨µÀ
TZ122	4219.3466	106.483	-45.288	3.946	4.27	4.35	Ps11	³±Ï«Í¨µÀ
TZ122	4219.4228	105.089	-45.815	3.782	4.087	4.17	Ps11	³±Ï«Í¨µÀ
TZ122	4219.499	103.589	-46.406	3.645	3.934	4.02	Ps11	³±Ï«Í¨µÀ
TZ122	4219.5752	102.473	-47.033	3.552	3.831	3.922	Ps11	³±Ï«Í¨µÀ
TZ122	4219.6514	101.965	-47.664	3.512	3.788	3.885	Ps11	³±Ï«Í¨µÀ
TZ122	4219.7276	102.022	-48.263	3.518	3.798	3.902	Ps11	³±Ï«Í¨µÀ
TZ122	4219.8038	102.416	-48.818	3.552	3.841	3.953	Ps11	³±Ï«Í¨µÀ
TZ122	4219.88	102.708	-49.339	3.588	3.885	4.005	Ps11	³±Ï«Í¨µÀ
TZ122	4219.9562	102.523	-49.856	3.599	3.899	4.025	Ps11	³±Ï«Í¨µÀ
TZ122	4220.0324	101.578	-50.41	3.568	3.866	3.995	Ps11	³±Ï«Í¨µÀ
TZ122	4220.1086	99.878	-51.04	3.497	3.787	3.917	Ps11	³±Ï«Í¨µÀ
TZ122	4220.1848	97.738	-51.761	3.398	3.674	3.805	Ps11	³±Ï«Í¨µÀ
TZ122	4220.261	95.71	-52.56	3.284	3.546	3.677	Ps11	³±Ï«Í¨µÀ
TZ122	4220.3372	94.314	-53.4	3.169	3.417	3.551	Ps11	³±Ï«Í¨µÀ
TZ122	4220.4134	93.814	-54.236	3.064	3.301	3.439	Ps11	³±Ï«Í¨µÀ
TZ122	4220.4896	94.186	-55.025	2.977	3.204	3.348	Ps11	³±Ï«Í¨µÀ
TZ122	4220.5658	95.162	-55.748	2.912	3.134	3.286	Ps11	³±Ï«Í¨µÀ
TZ122	4220.642	96.149	-56.401	2.876	3.098	3.26	Ps11	³±Ï«Í¨µÀ
TZ122	4220.7182	96.503	-56.995	2.878	3.104	3.281	Ps11	³±Ï«Í¨µÀ
TZ122	4220.7944	95.647	-57.527	2.924	3.162	3.359	Ps11	³±Ï«Í¨µÀ
TZ122	4220.8706	93.41	-57.96	3.022	3.281	3.507	Ps11	³±Ï«Í¨µÀ
TZ122	4220.9468	90.154	-58.256	3.176	3.467	3.731	Ps11	³±Ï«Í¨µÀ
TZ122	4221.023	86.538	-58.402	3.384	3.72	4.034	Ps11	³±Ï«Í¨µÀ
TZ122	4221.0992	83.229	-58.426	3.631	4.022	4.396	Ps11	³±Ï«Í¨µÀ
TZ122	4221.1754	80.618	-58.395	3.885	4.337	4.774	Ps11	³±Ï«Í¨µÀ
TZ122	4221.2516	78.78	-58.395	4.115	4.626	5.12	Ps11	³±Ï«Í¨µÀ
