WELL	DEPTH	GR	SP	RD	RM	RXO	LAYER	FACES
TZ122	4221.3278	77.558	-58.472	4.299	4.86	5.394	Ps11	³±Ï«Í¨µÀ
TZ122	4221.404	76.782	-58.605	4.431	5.026	5.581	Ps11	³±Ï«Í¨µÀ
TZ122	4221.4802	76.431	-58.713	4.519	5.136	5.693	Ps11	³±Ï«Í¨µÀ
TZ122	4221.5564	76.412	-58.708	4.581	5.213	5.76	Ps11	³±Ï«Í¨µÀ
TZ122	4221.6326	76.489	-58.547	4.636	5.278	5.812	Ps11	³±Ï«Í¨µÀ
TZ122	4221.7088	76.249	-58.26	4.699	5.352	5.872	Ps11	³±Ï«Í¨µÀ
TZ122	4221.785	75.356	-57.908	4.778	5.448	5.956	Ps11	³±Ï«Í¨µÀ
TZ122	4221.8612	73.927	-57.539	4.883	5.576	6.077	Ps11	³±Ï«Í¨µÀ
TZ122	4221.9374	72.411	-57.184	5.022	5.746	6.243	Ps11	³±Ï«Í¨µÀ
TZ122	4222.0136	71.317	-56.843	5.197	5.961	6.457	Ps11	³±Ï«Í¨µÀ
TZ122	4222.0898	71.003	-56.493	5.398	6.211	6.702	Ps11	ÄàÆº
TZ122	4222.166	71.61	-56.122	5.607	6.469	6.944	Ps11	ÄàÆº
TZ122	4222.2422	73.17	-55.728	5.795	6.697	7.135	Ps11	ÄàÆº
TZ122	4222.3184	75.514	-55.32	5.935	6.857	7.234	Ps11	ÄàÆº
TZ122	4222.3946	78.238	-54.918	6.015	6.935	7.222	Ps11	ÄàÆº
TZ122	4222.4708	80.965	-54.541	6.043	6.94	7.123	Ps11	ÄàÆº
TZ122	4222.547	83.564	-54.197	6.051	6.912	6.997	Ps11	ÄàÆº
TZ122	4222.6232	86.064	-53.892	6.073	6.901	6.89	Ps11	ÄàÆº
TZ122	4222.6994	88.503	-53.622	6.115	6.915	6.819	Ps11	ÄàÆº
TZ122	4222.7756	90.959	-53.372	6.134	6.913	6.74	Ps11	ÄàÆº
TZ122	4222.8518	93.448	-53.122	6.043	6.789	6.56	Ps11	ÄàÆº
TZ122	4222.928	95.813	-52.86	5.749	6.441	6.183	Ps11	ÄàÆº
TZ122	4223.0042	97.668	-52.595	5.238	5.856	5.603	Ps11	ÄàÆº
TZ122	4223.0804	98.476	-52.361	4.607	5.144	4.922	Ps11	ÄàÆº
TZ122	4223.1566	97.837	-52.206	4.057	4.53	4.352	Ps11	ÄàÆº
TZ122	4223.2328	95.736	-52.17	3.71	4.143	4.01	Ps11	ÄàÆº
TZ122	4223.309	92.378	-52.272	3.59	4.014	3.927	Ps11	ÄàÆº
TZ122	4223.3852	88.058	-52.511	3.714	4.163	4.128	Ps11	ÄàÆº
TZ122	4223.4614	83.401	-52.874	4.129	4.647	4.678	Ps11	ÄàÆº
TZ122	4223.5376	79.234	-53.331	4.842	5.504	5.629	Ps11	ÄàÆº
TZ122	4223.6138	76.167	-53.844	5.451	6.384	6.636	Ps11	ÄàÆº
TZ122	4223.69	74.405	-54.379	5.663	6.713	7.209	Ps11	ÄàÆº
TZ122	4223.7662	73.698	-54.916	5.461	6.464	7.041	Ps11	ÄàÆº
TZ122	4223.8424	73.539	-55.435	5.031	5.894	6.448	Ps11	ÄàÆº
TZ122	4223.9186	73.573	-55.918	4.628	5.365	5.86	Ps11	ÄàÆº
TZ122	4223.9948	73.752	-56.334	4.403	5.073	5.522	Ps11	ÄàÆº
TZ122	4224.071	74.345	-56.645	4.331	4.982	5.402	Ps11	ÄàÆº
TZ122	4224.1472	75.877	-56.81	4.329	4.98	5.37	Ps11	ÄàÆº
TZ122	4224.2234	78.79	-56.805	4.306	4.945	5.29	Ps11	ÄàÆº
TZ122	4224.2996	82.961	-56.623	4.228	4.838	5.122	Ps11	ÄàÆº
TZ122	4224.3758	87.421	-56.299	4.161	4.743	4.98	Ps11	ÄàÆº
TZ122	4224.452	90.776	-55.903	4.202	4.786	5.007	Ps11	ÄàÆº
TZ122	4224.5282	91.787	-55.5	4.43	5.09	5.289	Ps11	ÄàÆº
TZ122	4224.6044	90.068	-55.128	4.913	5.712	5.896	Ps11	ÄàÆº
TZ122	4224.6806	86.341	-54.806	5.664	6.666	6.842	Ps11	ÄàÆº
TZ122	4224.7568	82.074	-54.547	6.409	7.601	7.774	Ps11	ÄàÆº
TZ122	4224.833	78.827	-54.362	6.796	8.064	8.216	Ps11	ÄàÆº
TZ122	4224.9092	77.81	-54.258	6.647	7.823	7.936	Ps11	ÄàÆº
TZ122	4224.9854	79.249	-54.23	6.08	7.05	7.118	Ps11	ÄàÆº
TZ122	4225.0616	82.364	-54.254	5.384	6.136	6.166	Ps11	ÄàÆº
TZ122	4225.1378	86.024	-54.29	4.787	5.369	5.37	Ps11	ÄàÆº
TZ122	4225.214	89.444	-54.3	4.38	4.854	4.828	Ps11	ÄàÆº
TZ122	4225.2902	92.255	-54.249	4.154	4.567	4.511	Ps11	ÄàÆº
TZ122	4225.3664	94.399	-54.127	4.091	4.475	4.387	Ps11	ÄàÆº
TZ122	4225.4426	95.962	-53.935	4.183	4.556	4.427	Ps11	ÄàÆº
TZ122	4225.5188	97.015	-53.67	4.398	4.77	4.591	Ps11	ÄàÆº
TZ122	4225.595	97.59	-53.323	4.621	4.994	4.756	Ps11	ÄàÆº
TZ122	4225.6712	97.716	-52.891	4.695	5.058	4.767	Ps11	ÄàÆº
TZ122	4225.7474	97.309	-52.389	4.53	4.868	4.544	Ps11	ÄàÆº
TZ122	4225.8236	96.464	-51.849	4.172	4.475	4.139	Ps11	ÄàÆº
TZ122	4225.8998	95.612	-51.311	3.799	4.071	3.735	Ps11	ÄàÆº
TZ122	4225.976	95.112	-50.813	3.58	3.835	3.496	Ps11	ÄàÆº
TZ122	4226.0522	95.046	-50.377	3.552	3.806	3.459	Ps11	ÄàÆº
TZ122	4226.1284	95.424	-50.011	3.725	3.994	3.629	Ps11	ÄàÆº
TZ122	4226.2046	96.18	-49.714	4.088	4.389	3.999	Ps11	ÄàÆº
TZ122	4226.2808	97.211	-49.477	4.517	4.857	4.455	Ps11	ÄàÆº
TZ122	4226.357	98.254	-49.286	4.757	5.126	4.746	Ps11	ÄàÆº
TZ122	4226.4332	99.166	-49.129	4.694	5.071	4.749	Ps11	ÄàÆº
TZ122	4226.5094	100.024	-48.991	4.406	4.772	4.524	Ps11	ÄàÆº
TZ122	4226.5856	101.03	-48.874	4.082	4.43	4.257	Ps11	ÄàÆº
TZ122	4226.6618	102.214	-48.799	3.859	4.194	4.085	Ps11	ÄàÆº
TZ122	4226.738	103.289	-48.8	3.748	4.078	4.021	Ps11	ÄàÆº
TZ122	4226.8142	103.728	-48.916	3.706	4.037	4.025	Ps11	ÄàÆº
TZ122	4226.8904	103.15	-49.169	3.672	4.009	4.035	Ps11	ÄàÆº
TZ122	4226.9666	101.542	-49.542	3.612	3.947	4.005	Ps11	ÄàÆº
TZ122	4227.0428	99.406	-49.982	3.522	3.848	3.929	Ps11	ÄàÆº
TZ122	4227.119	97.581	-50.423	3.418	3.731	3.827	Ps11	ÄàÆº
TZ122	4227.1952	96.954	-50.808	3.319	3.617	3.723	Ps11	ÄàÆº
TZ122	4227.2714	98.011	-51.104	3.237	3.522	3.633	Ps11	ÄàÆº
TZ122	4227.3476	100.446	-51.308	3.178	3.454	3.568	Ps11	ÄàÆº
TZ122	4227.4238	103.461	-51.431	3.143	3.412	3.529	Ps11	ÄàÆº
TZ122	4227.5	106.27	-51.491	3.131	3.396	3.515	Ps11	ÄàÆº
TZ122	4227.5762	108.457	-51.505	3.141	3.405	3.527	Ps11	ÄàÆº
TZ122	4227.6524	110.028	-51.485	3.174	3.442	3.566	Ps11	ÄàÆº
TZ122	4227.7286	111.156	-51.443	3.236	3.511	3.64	Ps11	ÄàÆº
TZ122	4227.8048	111.936	-51.396	3.328	3.615	3.751	Ps11	ÄàÆº
TZ122	4227.881	112.437	-51.361	3.448	3.751	3.895	Ps11	ÄàÆº
TZ122	4227.9572	112.59	-51.351	3.583	3.906	4.059	Ps11	ÄàÆº
TZ122	4228.0334	112.249	-51.367	3.719	4.06	4.223	Ps11	ÄàÆº
TZ122	4228.1096	111.446	-51.407	3.843	4.202	4.372	Ps11	ÄàÆº
TZ122	4228.1858	110.3	-51.465	3.957	4.331	4.507	Ps11	ÄàÆº
TZ122	4228.262	108.817	-51.538	4.074	4.463	4.646	Ps11	ÄàÆº
TZ122	4228.3382	106.641	-51.609	4.214	4.624	4.814	Ps11	ÄàÆº
TZ122	4228.4144	103.344	-51.661	4.394	4.833	5.033	Ps11	ÄàÆº
TZ122	4228.4906	98.599	-51.691	4.617	5.094	5.309	Ps11	ÄàÆº
TZ122	4228.5668	92.63	-51.69	4.864	5.387	5.618	Ps11	ÄàÆº
TZ122	4228.643	86.284	-51.656	5.093	5.657	5.902	Ps11	ÄàÆº
TZ122	4228.7192	80.657	-51.606	5.245	5.833	6.082	Ps11	ÄàÆº
TZ122	4228.7954	76.689	-51.565	5.277	5.858	6.095	Ps11	ÄàÆº
TZ122	4228.8716	74.796	-51.548	5.182	5.727	5.939	Ps11	ÄàÆº
TZ122	4228.9478	74.604	-51.55	5.002	5.493	5.674	Ps11	ÄàÆº
TZ122	4229.024	75.333	-51.561	4.802	5.237	5.387	Ps11	ÄàÆº
TZ122	4229.1002	76.226	-51.573	4.639	5.029	5.155	Ps11	ÄàÆº
TZ122	4229.1764	76.949	-51.578	4.54	4.898	5.004	Ps11	ÄàÆº
TZ122	4229.2526	77.541	-51.553	4.508	4.844	4.933	Ps11	ÄàÆº
TZ122	4229.3288	78.22	-51.47	4.532	4.853	4.926	Ps11	ÄàÆº
TZ122	4229.405	79.151	-51.308	4.595	4.906	4.96	Ps11	ÄàÆº
TZ122	4229.4812	80.197	-51.054	4.674	4.973	5.007	Ps11	ÄàÆº
TZ122	4229.5574	81.175	-50.701	4.74	5.021	5.033	Ps11	ÄàÆº
TZ122	4229.6336	82.122	-50.26	4.76	5.017	5.005	Ps11	ÄàÆº
TZ122	4229.7098	83.354	-49.756	4.711	4.942	4.905	Ps11	ÄàÆº
TZ122	4229.786	85.254	-49.207	4.601	4.807	4.747	Ps11	ÄàÆº
TZ122	4229.8622	87.959	-48.61	4.476	4.658	4.577	Ps11	ÄàÆº
TZ122	4229.9384	91.374	-47.95	4.393	4.555	4.453	Ps11	ÄàÆº
TZ122	4230.0146	95.254	-47.226	4.39	4.538	4.416	Ps11	ÄàÆº
TZ122	4230.0908	99.3	-46.45	4.481	4.619	4.479	Ps11	ÄàÆº
TZ122	4230.167	103.509	-45.641	4.647	4.777	4.617	Ps11	ÄàÆº
TZ122	4230.2432	107.977	-44.838	4.835	4.958	4.779	Ps11	ÄàÆº
TZ122	4230.3194	112.659	-44.099	4.976	5.091	4.899	Ps11	ÄàÆº
TZ122	4230.3956	117.155	-43.485	5.042	5.148	4.948	Ps11	ÄàÆº
TZ122	4230.4718	120.776	-43.023	5.062	5.159	4.958	Ps11	ÄàÆº
TZ122	4230.548	122.775	-42.701	5.103	5.192	4.991	Ps11	ÄàÆº
TZ122	4230.6242	122.839	-42.481	5.215	5.296	5.095	Ps11	ÄàÆº
TZ122	4230.7004	121.317	-42.322	5.404	5.479	5.272	Ps11	ÄàÆº
TZ122	4230.7766	119	-42.184	5.614	5.68	5.464	Ps11	ÄàÆº
TZ122	4230.8528	116.716	-42.055	5.755	5.811	5.581	Ps11	ÄàÆº
TZ122	4230.929	115.092	-41.949	5.777	5.822	5.572	Ps11	ÄàÆº
TZ122	4231.0052	114.194	-41.896	5.712	5.744	5.468	Ps11	ÄàÆº
TZ122	4231.0814	113.632	-41.909	5.655	5.676	5.364	Ps11	ÄàÆº
TZ122	4231.1576	112.768	-41.979	5.702	5.711	5.347	Ps11	ÄàÆº
TZ122	4231.2338	111.183	-42.089	5.85	5.848	5.415	Ps11	ÄàÆº
TZ122	4231.31	108.889	-42.224	5.957	5.945	5.44	Ps11	ÄàÆº
TZ122	4231.3862	106.28	-42.364	5.83	5.811	5.255	Ps11	ÄàÆº
TZ122	4231.4624	103.893	-42.479	5.398	5.376	4.81	Ps11	ÄàÆº
TZ122	4231.5386	102.192	-42.536	4.794	4.771	4.233	Ps11	ÄàÆº
TZ122	4231.6148	101.438	-42.512	4.323	4.304	3.795	Ps11	ÄàÆº
TZ122	4231.691	101.583	-42.402	4.115	4.1	3.607	Ps11	ÄàÆº
TZ122	4231.7672	102.216	-42.229	4.206	4.195	3.698	Ps11	ÄàÆº
TZ122	4231.8434	102.801	-42.04	4.67	4.664	4.135	Ps11	ÄàÆº
TZ122	4231.9196	102.808	-41.889	5.695	5.696	5.096	Ps11	ÄàÆº
TZ122	4231.9958	101.91	-41.819	7.433	7.45	6.745	Ps11	ÄàÆº
TZ122	4232.072	100.01	-41.84	9.368	9.408	8.633	Ps11	ÄàÆº
TZ122	4232.1482	97.351	-41.926	10.721	10.785	10.023	Ps11	ÄàÆº
TZ122	4232.2244	94.393	-42.038	10.81	10.887	10.22	Ps11	ÄàÆº
TZ122	4232.3006	91.499	-42.136	9.66	9.734	9.197	Ps11	ÄàÆº
TZ122	4232.3768	88.909	-42.198	8.316	8.379	7.938	Ps11	ÄàÆº
TZ122	4232.453	86.923	-42.22	7.519	7.574	7.172	Ps11	ÄàÆº
TZ122	4232.5292	85.958	-42.201	7.214	7.259	6.846	Ps11	ÄàÆº
TZ122	4232.6054	86.493	-42.136	7.068	7.1	6.653	Ps11	ÄàÆº
TZ122	4232.6816	88.849	-42.014	6.791	6.803	6.323	Ps11	ÄàÆº
TZ122	4232.7578	92.78	-41.839	6.346	6.336	5.833	Ps11	ÄàÆº
TZ122	4232.834	97.316	-41.64	5.946	5.914	5.391	Ps11	ÄàÆº
TZ122	4232.9102	101.157	-41.465	5.803	5.745	5.182	Ps11	ÄàÆº
TZ122	4232.9864	103.226	-41.362	5.991	5.899	5.261	Ps11	ÄàÆº
TZ122	4233.0626	103.125	-41.363	6.493	6.356	5.599	Ps11	ÄàÆº
TZ122	4233.1388	101.369	-41.467	7.003	6.809	5.915	Ps11	ÄàÆº
TZ122	4233.215	98.906	-41.638	7.128	6.883	5.887	Ps11	ÄàÆº
TZ122	4233.2912	96.503	-41.826	6.758	6.476	5.448	Ps11	ÄàÆº
TZ122	4233.3674	94.628	-41.986	6.094	5.793	4.791	Ps11	ÄàÆº
TZ122	4233.4436	93.475	-42.082	5.491	5.178	4.206	Ps11	ÄàÆº
TZ122	4233.5198	92.983	-42.091	5.171	4.837	3.863	Ps11	ÄàÆº
TZ122	4233.596	93.05	-42.025	5.113	4.745	3.732	Ps11	ÄàÆº
TZ122	4233.6722	93.661	-41.914	5.246	4.833	3.753	Ps11	ÄàÆº
TZ122	4233.7484	94.612	-41.796	5.446	4.984	3.832	Ps11	ÄàÆº
TZ122	4233.8246	95.479	-41.699	5.559	5.059	3.864	Ps11	ÄàÆº
TZ122	4233.9008	95.959	-41.628	5.553	5.028	3.831	Ps11	ÄàÆº
TZ122	4233.977	95.885	-41.566	5.547	5.005	3.816	Ps11	ÄàÆº
TZ122	4234.0532	95.305	-41.491	5.669	5.104	3.909	Ps11	ÄàÆº
TZ122	4234.1294	94.446	-41.392	5.947	5.35	4.129	Ps11	ÄàÆº
TZ122	4234.2056	93.479	-41.28	6.219	5.598	4.364	Ps11	ÄàÆº
TZ122	4234.2818	92.441	-41.181	6.221	5.61	4.428	Ps11	ÄàÆº
TZ122	4234.358	91.499	-41.116	5.886	5.323	4.263	Ps11	ÄàÆº
TZ122	4234.4342	90.894	-41.086	5.447	4.948	4.025	Ps11	ÄàÆº
TZ122	4234.5104	90.941	-41.09	5.213	4.76	3.94	Ps11	ÄàÆº
TZ122	4234.5866	91.867	-41.129	5.291	4.863	4.101	Ps11	ÄàÆº
TZ122	4234.6628	93.529	-41.212	5.75	5.324	4.582	Ps11	ÄàÆº
TZ122	4234.739	95.315	-41.351	6.667	6.221	5.469	Ps11	ÄàÆº
TZ122	4234.8152	96.534	-41.567	7.821	7.368	6.615	Ps11	ÄàÆº
TZ122	4234.8914	96.604	-41.894	8.778	8.343	7.659	Ps11	ÄàÆº
TZ122	4234.9676	95.102	-42.369	9.145	8.773	8.23	Ps11	ÄàÆº
TZ122	4235.0438	92.035	-43.012	8.803	8.523	8.162	Ps11	ÄàÆº
TZ122	4235.12	87.959	-43.813	8.051	7.858	7.635	Ps11	ÄàÆº
TZ122	4235.1962	83.596	-44.729	7.292	7.181	7.121	Ps11	ÄàÆº
TZ122	4235.2724	79.654	-45.694	6.817	6.775	6.823	Ps11	ÄàÆº
TZ122	4235.3486	76.546	-46.634	6.576	6.595	6.714	Ps11	ÄàÆº
TZ122	4235.4248	74.29	-47.49	6.49	6.563	6.747	Ps11	ÄàÆº
TZ122	4235.501	72.652	-48.227	6.487	6.612	6.852	Ps11	ÄàÆº
TZ122	4235.5772	71.357	-48.831	6.516	6.682	6.98	Ps11	ÄàÆº
TZ122	4235.6534	70.202	-49.295	6.544	6.754	7.098	Ps11	ÄàÆº
TZ122	4235.7296	69.153	-49.617	6.56	6.808	7.189	Ps11	ÄàÆº
TZ122	4235.8058	68.591	-49.799	6.558	6.838	7.25	Ps11	ÄàÆº
TZ122	4235.882	68.98	-49.845	6.544	6.847	7.281	Ps11	ÄàÆº
TZ122	4235.9582	70.423	-49.758	6.527	6.844	7.29	Ps11	ÄàÆº
TZ122	4236.0344	72.664	-49.563	6.53	6.854	7.303	Ps11	ÄàÆº
TZ122	4236.1106	75.073	-49.302	6.59	6.921	7.369	Ps11	ÄàÆº
TZ122	4236.1868	76.994	-49.015	6.764	7.103	7.55	Ps11	ÄàÆº
TZ122	4236.263	77.983	-48.719	7.111	7.465	7.912	Ps11	ÄàÆº
TZ122	4236.3392	78.045	-48.396	7.683	8.061	8.507	Ps11	ÄàÆº
TZ122	4236.4154	77.628	-48.012	8.456	8.862	9.274	Ps11	ÄàÆº
TZ122	4236.4916	77.435	-47.534	9.28	9.66	9.928	Ps11	ÄàÆº
TZ122	4236.5678	78.264	-46.945	9.776	10.051	10.155	Ps11	ÄàÆº
TZ122	4236.644	80.646	-46.259	9.707	9.889	9.8	Ps11	ÄàÆº
TZ122	4236.7202	84.565	-45.52	9.195	9.275	9.022	Ps11	ÄàÆº
TZ122	4236.7964	89.532	-44.778	8.499	8.486	8.072	Ps11	ÄàÆº
TZ122	4236.8726	94.687	-44.064	7.844	7.754	7.205	Ps11	ÄàÆº
TZ122	4236.9488	99.163	-43.385	7.363	7.206	6.543	Ps11	ÄàÆº
TZ122	4237.025	102.361	-42.754	7.107	6.887	6.114	Ps11	ÄàÆº
TZ122	4237.1012	104.08	-42.189	7.087	6.799	5.909	Ps11	ÄàÆº
TZ122	4237.1774	104.282	-41.706	7.276	6.912	5.894	Ps11	ÄàÆº
TZ122	4237.2536	103.068	-41.311	7.539	7.101	5.959	Ps11	ÄàÆº
TZ122	4237.3298	100.673	-40.999	7.586	7.092	5.878	Ps11	ÄàÆº
TZ122	4237.406	97.354	-40.771	7.237	6.719	5.52	Ps11	ÄàÆº
TZ122	4237.4822	93.317	-40.636	6.594	6.088	4.978	Ps11	ÄàÆº
TZ122	4237.5584	88.842	-40.609	6.056	5.572	4.554	Ps11	ÄàÆº
TZ122	4237.6346	84.188	-40.7	5.872	5.391	4.42	Ps11	ÄàÆº
TZ122	4237.7108	79.608	-40.913	6.165	5.653	4.663	Ps11	ÄàÆº
TZ122	4237.787	75.444	-41.228	7.133	6.536	5.434	Ps11	ÄàÆº
TZ122	4237.8632	72.234	-41.605	8.805	8.088	6.802	Ps11	ÄàÆº
TZ122	4237.9394	70.544	-41.986	9.999	9.223	7.857	Ps11	ÄàÆº
TZ122	4238.0156	70.823	-42.329	9.769	9.048	7.802	Ps11	ÄàÆº
TZ122	4238.0918	72.89	-42.622	8.186	7.615	6.641	Ps11	ÄàÆº
TZ122	4238.168	75.86	-42.895	6.17	5.771	5.091	Ps11	ÄàÆº
TZ122	4238.2442	78.579	-43.196	4.788	4.511	4.033	Ps11	ÄàÆº
TZ122	4238.3204	80.236	-43.561	4.096	3.887	3.522	Ps11	ÄàÆº
TZ122	4238.3966	80.669	-43.995	3.811	3.645	3.35	Ps11	ÄàÆº
TZ122	4238.4728	80.285	-44.472	3.8	3.663	3.417	Ps11	ÄàÆº
TZ122	4238.549	79.69	-44.947	3.956	3.846	3.644	Ps11	ÄàÆº
TZ122	4238.6252	79.394	-45.386	4.118	4.036	3.883	Ps11	ÄàÆº
TZ122	4238.7014	79.709	-45.783	4.132	4.081	3.99	Ps11	ÄàÆº
TZ122	4238.7776	80.64	-46.155	3.984	3.965	3.937	Ps11	ÄàÆº
TZ122	4238.8538	81.88	-46.526	3.769	3.779	3.808	Ps11	ÄàÆº
TZ122	4238.93	83.003	-46.9	3.606	3.637	3.71	Ps11	ÄàÆº
TZ122	4239.0062	83.564	-47.262	3.54	3.589	3.701	Ps11	ÄàÆº
TZ122	4239.0824	83.249	-47.597	3.581	3.649	3.8	Ps11	ÄàÆº
TZ122	4239.1586	82.061	-47.896	3.729	3.821	4.015	Ps11	ÄàÆº
TZ122	4239.2348	80.166	-48.161	3.977	4.099	4.342	Ps11	ÄàÆº
TZ122	4239.311	78.073	-48.394	4.269	4.424	4.715	Ps11	ÄàÆº
TZ122	4239.3872	76.505	-48.58	4.518	4.703	5.023	Ps11	ÄàÆº
TZ122	4239.4634	75.978	-48.683	4.628	4.826	5.139	Ps11	ÄàÆº
TZ122	4239.5396	76.644	-48.665	4.55	4.742	4.999	Ps11	ÄàÆº
TZ122	4239.6158	78.403	-48.51	4.325	4.495	4.668	Ps11	ÄàÆº
TZ122	4239.692	80.859	-48.236	4.1	4.241	4.332	Ps11	ÄàÆº
TZ122	4239.7682	83.274	-47.881	4.048	4.17	4.184	Ps11	³±Ï«Í¨µÀ
TZ122	4239.8444	84.971	-47.499	4.267	4.38	4.304	Ps11	³±Ï«Í¨µÀ
TZ122	4239.9206	85.607	-47.134	4.83	4.932	4.735	Ps11	³±Ï«Í¨µÀ
TZ122	4239.9968	85.217	-46.816	5.585	5.67	5.302	Ps11	³±Ï«Í¨µÀ
TZ122	4240.073	84.369	-46.543	6.034	6.088	5.536	Ps11	³±Ï«Í¨µÀ
TZ122	4240.1492	83.818	-46.278	5.838	5.854	5.172	Ps11	³±Ï«Í¨µÀ
TZ122	4240.2254	84.163	-45.961	5.098	5.081	4.366	Ps11	³±Ï«Í¨µÀ
TZ122	4240.3016	85.864	-45.538	4.161	4.122	3.452	Ps11	³±Ï«Í¨µÀ
TZ122	4240.3778	88.941	-44.985	3.436	3.386	2.775	Ps11	³±Ï«Í¨µÀ
TZ122	4240.454	93.07	-44.325	3.072	3.016	2.43	Ps11	³±Ï«Í¨µÀ
TZ122	4240.5302	97.722	-43.622	2.977	2.914	2.322	Ps11	³±Ï«Í¨µÀ
TZ122	4240.6064	102.351	-42.948	3.111	3.038	2.411	Ps11	³±Ï«Í¨µÀ
TZ122	4240.6826	106.443	-42.356	3.47	3.385	2.693	Ps11	³±Ï«Í¨µÀ
TZ122	4240.7588	109.517	-41.868	4.026	3.927	3.156	Ps11	³±Ï«Í¨µÀ
TZ122	4240.835	111.134	-41.477	4.581	4.476	3.656	Ps11	³±Ï«Í¨µÀ
TZ122	4240.9112	111.017	-41.168	4.953	4.852	4.049	Ps11	³±Ï«Í¨µÀ
TZ122	4240.9874	109.274	-40.941	5.125	5.035	4.307	Ps11	³±Ï«Í¨µÀ
TZ122	4241.0636	106.474	-40.81	5.213	5.142	4.515	Ps11	³±Ï«Í¨µÀ
TZ122	4241.1398	103.344	-40.797	5.333	5.283	4.76	Ps11	³±Ï«Í¨µÀ
TZ122	4241.216	100.507	-40.918	5.449	5.422	5.004	Ps11	³±Ï«Í¨µÀ
TZ122	4241.2922	98.231	-41.193	5.41	5.409	5.096	Ps11	³±Ï«Í¨µÀ
TZ122	4241.3684	96.429	-41.649	5.122	5.144	4.931	Ps11	³±Ï«Í¨µÀ
TZ122	4241.4446	94.77	-42.277	4.653	4.693	4.561	Ps11	³±Ï«Í¨µÀ
TZ122	4241.5208	92.803	-43.013	4.166	4.221	4.145	Ps11	³±Ï«Í¨µÀ
TZ122	4241.597	90.311	-43.758	3.81	3.871	3.836	Ps11	³±Ï«Í¨µÀ
TZ122	4241.6732	87.536	-44.414	3.602	3.669	3.657	Ps11	³±Ï«Í¨µÀ
TZ122	4241.7494	85.034	-44.929	3.5	3.574	3.578	Ps11	³±Ï«Í¨µÀ
TZ122	4241.8256	83.293	-45.308	3.466	3.548	3.562	Ps11	³±Ï«Í¨µÀ
TZ122	4241.9018	82.483	-45.595	3.48	3.572	3.592	Ps11	³±Ï«Í¨µÀ
TZ122	4241.978	82.301	-45.846	3.553	3.657	3.677	Ps11	³±Ï«Í¨µÀ
TZ122	4242.0542	82.176	-46.084	3.725	3.849	3.861	Ps10	³±Ï«Í¨µÀ
TZ122	4242.1304	81.575	-46.305	4.067	4.225	4.217	Ps10	³±Ï«Í¨µÀ
TZ122	4242.2066	80.152	-46.48	4.67	4.89	4.841	Ps10	³±Ï«Í¨µÀ
TZ122	4242.2828	78.041	-46.601	5.453	5.705	5.595	Ps10	³±Ï«Í¨µÀ
TZ122	4242.359	75.865	-46.668	5.949	6.248	6.059	Ps10	³±Ï«Í¨µÀ
TZ122	4242.4352	74.393	-46.677	5.806	6.122	5.865	Ps10	³±Ï«Í¨µÀ
TZ122	4242.5114	74.052	-46.624	5.063	5.365	5.077	Ps10	³±Ï«Í¨µÀ
TZ122	4242.5876	74.66	-46.522	4.09	4.36	4.083	Ps10	³±Ï«Í¨µÀ
TZ122	4242.6638	75.651	-46.423	3.392	3.64	3.385	Ps10	³±Ï«Í¨µÀ
TZ122	4242.74	76.463	-46.416	3.059	3.307	3.064	Ps10	³±Ï«Í¨µÀ
TZ122	4242.8162	76.812	-46.599	3.008	3.277	3.038	Ps10	³±Ï«Í¨µÀ
TZ122	4242.8924	76.639	-47.04	3.226	3.541	3.301	Ps10	³±Ï«Í¨µÀ
TZ122	4242.9686	76.087	-47.732	3.757	4.159	3.917	Ps10	³±Ï«Í¨µÀ
TZ122	4243.0448	75.477	-48.608	4.48	5.01	4.784	Ps10	³±Ï«Í¨µÀ
TZ122	4243.121	75.17	-49.578	4.963	5.613	5.45	Ps10	³±Ï«Í¨µÀ
TZ122	4243.1972	75.354	-50.579	4.948	5.666	5.604	Ps10	³±Ï«Í¨µÀ
TZ122	4243.2734	75.94	-51.592	4.473	5.207	5.253	Ps10	³±Ï«Í¨µÀ
TZ122	4243.3496	76.708	-52.623	4.012	4.698	4.83	Ps10	³±Ï«Í¨µÀ
TZ122	4243.4258	77.392	-53.678	3.836	4.507	4.713	Ps10	³±Ï«Í¨µÀ
TZ122	4243.502	77.61	-54.742	3.902	4.654	4.933	Ps10	³±Ï«Í¨µÀ
TZ122	4243.5782	77.06	-55.783	4.155	5.083	5.489	Ps10	³±Ï«Í¨µÀ
TZ122	4243.6544	75.636	-56.767	4.478	5.653	6.232	Ps10	³±Ï«Í¨µÀ
TZ122	4243.7306	73.533	-57.662	4.709	6.115	6.869	Ps10	³±Ï«Í¨µÀ
TZ122	4243.8068	71.075	-58.448	4.795	6.352	7.233	Ps10	³±Ï«Í¨µÀ
TZ122	4243.883	68.58	-59.116	4.76	6.382	7.325	Ps10	³±Ï«Í¨µÀ
TZ122	4243.9592	66.318	-59.661	4.679	6.323	7.292	Ps10	³±Ï«Í¨µÀ
TZ122	4244.0354	64.454	-60.076	4.617	6.295	7.296	Ps10	³±Ï«Í¨µÀ
TZ122	4244.1116	63.138	-60.352	4.602	6.35	7.408	Ps10	³±Ï«Í¨µÀ
