DEPTH	GR	FACES	FACES2
4251.0946	70.32	Ps8	
4251.1708	71.784	Ps8	
4251.247	75.237	Ps8	
4251.3232	80.316	Ps8	
4251.3994	86.443	Ps8	
4251.4756	92.927	Ps8	
4251.5518	99.129	Ps8	
4251.628	104.387	Ps8	
4251.7042	108.106	Ps8	
4251.7804	109.976	Ps8	
4251.8566	109.992	Ps8	
4251.9328	108.423	Ps8	
4252.009	105.656	Ps8	
4252.0852	102.029	Ps8	
4252.1614	97.813	Ps8	
4252.2376	93.319	Ps8	
4252.3138	88.956	Ps8	
4252.39	85.134	Ps8	
4252.4662	82.156	Ps8	
4252.5424	80.207	Ps8	
4252.6186	79.304	Ps8	
4252.6948	79.401	Ps8	
4252.771	80.454	Ps8	
4252.8472	82.37	Ps8	
4252.9234	84.915	Ps8	
4252.9996	87.69	Ps8	
4253.0758	90.271	Ps8	
4253.152	92.33	Ps8	
4253.2282	93.541	Ps8	
4253.3044	93.572	Ps8	
4253.3806	92.185	Ps8	
4253.4568	89.368	Ps8	
4253.533	85.504	Ps8	
4253.6092	81.335	Ps8	
4253.6854	77.674	Ps8	
4253.7616	75.096	Ps8	
4253.8378	73.893	Ps8	
4253.914	74.203	Ps8	
4253.9902	76.111	Ps8	
4254.0664	79.671	Ps8	
4254.1426	84.699	Ps8	
4254.2188	90.583	Ps8	
4254.295	96.35	Ps8	
4254.3712	100.918	Ps8	
4254.4474	103.574	Ps8	
4254.5236	104.348	Ps8	
4254.5998	103.808	Ps8	
4254.676	102.625	Ps8	
4254.7522	101.257	Ps8	
4254.8284	99.774	Ps8	
4254.9046	98.057	Ps8	
4254.9808	96.159	Ps8	
4255.057	94.324	Ps8	
4255.1332	92.651	Ps8	
4255.2094	90.981	Ps8	
4255.2856	89.028	Ps8	
4255.3618	86.512	Ps8	
4255.438	83.412	Ps8	
4255.5142	80.09	Ps8	
4255.5904	77.23	Ps8	
4255.6666	75.781	Ps8	
4255.7428	76.599	Ps8	
4255.819	79.965	Ps8	
4255.8952	85.485	Ps8	
4255.9714	92.252	Ps8	
4256.0476	98.978	Ps8	
4256.1238	104.203	Ps8	
4256.2	106.798	Ps8	
4256.2762	106.39	Ps8	
4256.3524	103.471	Ps8	
4256.4286	99.209	Ps8	
4256.5048	94.918	Ps8	
4256.581	91.548	Ps8	
4256.6572	89.465	Ps8	
4256.7334	88.621	Ps8	
4256.8096	88.833	Ps8	
4256.8858	89.944	Ps8	
4256.962	91.766	Ps8	
4257.0382	93.847	Ps8	
4257.1144	95.374	Ps8	
4257.1906	95.416	Ps8	
4257.2668	93.445	Ps8	
4257.343	89.849	Ps8	
4257.4192	85.962	Ps8	
4257.4954	83.507	Ps8	
4257.5716	83.751	Ps8	
4257.6478	86.899	Ps8	
4257.724	92.054	Ps8	
4257.8002	97.762	Ps8	
4257.8764	102.65	Ps8	
4257.9526	105.945	Ps8	
4258.0288	107.7	Ps8	
4258.105	108.577	Ps8	
4258.1812	109.359	Ps8	
4258.2574	110.328	Ps8	
4258.3336	110.97	Ps8	
4258.4098	110.228	Ps8	
4258.486	107.139	Ps8	
4258.5622	101.647	Ps8	
4258.6384	94.778	Ps8	
4258.7146	88.195	Ps8	
4258.7908	83.526	Ps8	
4258.867	81.697	Ps8	
4258.9432	82.673	Ps8	
4259.0194	85.679	Ps8	
4259.0956	89.639	Ps8	
4259.1718	93.583	Ps8	
4259.248	96.983	Ps8	
4259.3242	99.833	Ps8	
4259.4004	102.34	Ps8	
4259.4766	104.738	Ps8	
4259.5528	107.274	Ps8	
4259.629	109.964	Ps8	
4259.7052	112.384	Ps8	
4259.7814	113.874	Ps8	
4259.8576	113.954	Ps8	
4259.9338	112.61	Ps8	
4260.01	110.272	Ps8	
4260.0862	107.451	Ps8	
4260.1624	104.538	Ps8	
4260.2386	101.93	Ps8	
4260.3148	100.011	Ps8	
4260.391	99.034	Ps8	
4260.4672	98.935	Ps8	
4260.5434	99.244	Ps8	
4260.6196	99.217	Ps8	
4260.6958	98.013	Ps8	
4260.772	95.057	Ps8	
4260.8482	90.472	Ps8	
4260.9244	85.319	Ps8	
4261.0006	81.409	Ps8	
4261.0768	80.563	Ps8	
4261.153	83.8	Ps8	
4261.2292	90.731	Ps8	
4261.3054	99.543	Ps8	
4261.3816	107.675	Ps8	
4261.4578	112.674	Ps8	
4261.534	113.1	Ps8	
4261.6102	109.024	Ps8	
4261.6864	101.788	Ps8	
4261.7626	93.302	Ps8	
4261.8388	85.208	Ps8	
4261.915	78.522	Ps8	
4261.9912	73.696	Ps8	
4262.0674	70.832	Ps8	
4262.1436	69.885	Ps8	
4262.2198	70.668	Ps8	
4262.296	72.85	Ps8	
4262.3722	76.111	Ps8	
4262.4484	80.171	Ps8	
4262.5246	84.631	Ps8	
4262.6008	88.941	Ps8	
4262.677	92.611	Ps8	
4262.7532	95.329	Ps8	
4262.8294	96.889	Ps8	
4262.9056	97.206	Ps8	
4262.9818	96.477	Ps8	
4263.058	95.196	Ps8	
4263.1342	94.027	Ps8	
4263.2104	93.478	Ps8	
4263.2866	93.592	Ps8	
4263.3628	94.076	Ps8	
4263.439	94.585	Ps8	
4263.5152	94.863	Ps8	
4263.5914	94.822	Ps8	
4263.6676	94.505	Ps8	
4263.7438	93.885	Ps8	
4263.82	92.672	Ps8	
4263.8962	90.465	Ps8	
4263.9724	87.138	Ps8	
4264.0486	83.096	Ps8	
4264.1248	79.195	Ps8	
4264.201	76.292	Ps8	
4264.2772	74.759	Ps8	
4264.3534	74.433	Ps8	
4264.4296	74.895	Ps8	
4264.5058	75.692	Ps8	
4264.582	76.492	Ps8	
4264.6582	77.107	Ps8	
4264.7344	77.473	Ps8	
4264.8106	77.585	Ps8	
4264.8868	77.466	Ps8	
4264.963	77.322	Ps8	
4265.0392	77.632	Ps8	
4265.1154	78.929	Ps8	
4265.1916	81.281	Ps8	
4265.2678	84.056	Ps8	
4265.344	86.3	Ps8	
4265.4202	87.284	Ps8	
4265.4964	86.874	Ps8	
4265.5726	85.569	Ps8	
4265.6488	84.217	Ps8	
4265.725	83.548	Ps8	
4265.8012	83.899	Ps8	
4265.8774	85.288	Ps8	
4265.9536	87.494	Ps8	
4266.0298	90.214	Ps8	
4266.106	93.219	Ps8	
4266.1822	96.203	Ps8	
4266.2584	98.772	Ps8	
4266.3346	100.649	Ps8	
4266.4108	101.762	Ps8	
4266.487	102.176	Ps8	
4266.5632	102.099	Ps8	
4266.6394	101.728	Ps8	
4266.7156	101.049	Ps8	
4266.7918	100.083	Ps8	
4266.868	99.062	Ps8	
4266.9442	98.195	Ps8	
4267.0204	97.513	Ps8	
4267.0966	96.943	Ps8	
4267.1728	96.279	Ps8	
4267.249	95.239	Ps8	
4267.3252	93.612	Ps8	
4267.4014	91.312	Ps8	
4267.4776	88.414	Ps8	
4267.5538	85.257	Ps8	
4267.63	82.278	Ps8	
4267.7062	79.849	Ps8	
4267.7824	78.239	Ps8	
4267.8586	77.576	Ps8	
4267.9348	77.776	Ps8	
4268.011	78.565	Ps8	
4268.0872	79.65	Ps8	
4268.1634	80.759	Ps8	
4268.2396	81.692	Ps8	
4268.3158	82.386	Ps8	
4268.392	82.898	Ps8	
4268.4682	83.396	Ps8	
4268.5444	84.068	Ps8	
4268.6206	84.958	Ps8	
4268.6968	85.85	Ps8	
4268.773	86.444	Ps8	
4268.8492	86.537	Ps8	
4268.9254	85.901	Ps8	
4269.0016	84.251	Ps8	
4269.0778	81.374	Ps8	
4269.154	77.209	Ps8	
4269.2302	72.122	Ps8	
4269.3064	67.129	Ps8	
4269.3826	63.661	Ps8	
4269.4588	62.945	Ps8	
4269.535	65.446	Ps8	
4269.6112	70.511	Ps8	
4269.6874	76.593	Ps8	
4269.7636	82.072	Ps8	
4269.8398	85.893	Ps8	
4269.916	87.628	Ps8	
4269.9922	87.274	Ps8	
4270.0684	85.071	Ps8	
4270.1446	81.384	Ps8	
4270.2208	76.793	Ps8	
4270.297	72.149	Ps8	
4270.3732	68.305	Ps8	
4270.4494	65.951	Ps8	
4270.5256	65.684	Ps8	
4270.6018	67.851	Ps8	
4270.678	72.186	Ps8	
4270.7542	77.793	Ps8	
4270.8304	83.403	Ps8	
4270.9066	87.68	Ps8	
4270.9828	89.718	Ps8	
4271.059	89.597	Ps8	
4271.1352	88.31	Ps8	
4271.2114	87.127	Ps8	
4271.2876	87.004	Ps8	
4271.3638	88.179	Ps8	
4271.44	90.152	Ps8	
4271.5162	92.179	Ps8	
4271.5924	93.563	Ps8	
4271.6686	93.735	Ps8	
4271.7448	92.5	Ps8	
4271.821	90.208	Ps8	
4271.8972	87.669	Ps8	
4271.9734	85.92	Ps8	
4272.0496	85.923	Ps8	
4272.1258	88.091	Ps8	
4272.202	91.963	Ps8	
4272.2782	96.439	Ps8	
4272.3544	100.152	Ps8	
4272.4306	101.929	Ps8	
4272.5068	101.217	Ps8	
4272.583	98.128	Ps8	
4272.6592	93.25	Ps8	
4272.7354	87.392	Ps8	
4272.8116	81.407	Ps8	
4272.8878	76.065	Ps8	
4272.964	71.897	Ps8	
4273.0402	69.094	Ps8	
4273.1164	67.564	Ps8	
4273.1926	67.004	Ps8	
4273.2688	67.021	Ps8	
4273.345	67.425	Ps8	
4273.4212	68.425	Ps8	
4273.4974	70.404	Ps8	
4273.5736	73.545	Ps8	
4273.6498	77.555	Ps8	
4273.726	81.686	Ps8	
4273.8022	85.138	Ps8	
4273.8784	87.43	Ps8	
4273.9546	88.536	Ps8	
4274.0308	88.868	Ps8	
4274.107	88.995	Ps8	
4274.1832	89.232	Ps8	
4274.2594	89.604	Ps8	
4274.3356	90.103	Ps8	
4274.4118	90.779	Ps8	
4274.488	91.759	Ps8	
4274.5642	93.19	Ps8	
4274.6404	95.014	Ps8	
4274.7166	96.877	Ps8	
4274.7928	98.19	Ps8	
4274.869	98.259	Ps8	
4274.9452	96.702	Ps8	
4275.0214	93.676	Ps8	
4275.0976	89.764	Ps8	
4275.1738	85.722	Ps8	
4275.25	82.195	Ps8	
4275.3262	79.532	Ps8	
4275.4024	77.776	Ps8	
4275.4786	76.898	Ps8	
4275.5548	77.003	Ps8	
4275.631	78.338	Ps7	
4275.7072	81.159	Ps7	
4275.7834	85.314	Ps7	
4275.8596	90.066	Ps7	
4275.9358	94.32	Ps7	
4276.012	97.015	Ps7	
4276.0882	97.531	Ps7	
4276.1644	95.794	Ps7	
4276.2406	92.279	Ps7	
4276.3168	87.898	Ps7	
4276.393	83.735	Ps7	
4276.4692	80.81	Ps7	
4276.5454	79.882	Ps7	
4276.6216	81.354	Ps7	
4276.6978	85.159	Ps7	
4276.774	90.691	Ps7	
4276.8502	97.099	Ps7	
4276.9264	103.526	Ps7	
4277.0026	109.252	Ps7	
4277.0788	113.694	Ps7	
4277.155	116.4	Ps7	
4277.2312	117.197	Ps7	
4277.3074	116.292	Ps7	
4277.3836	114.3	Ps7	
4277.4598	112.186	Ps7	
4277.536	111.031	Ps7	
4277.6122	111.617	Ps7	
4277.6884	113.97	Ps7	
4277.7646	117.421	Ps7	
4277.8408	121.004	Ps7	
4277.917	123.848	Ps7	
4277.9932	125.573	Ps7	
4278.0694	126.379	Ps7	
4278.1456	126.75	Ps7	
4278.2218	126.949	Ps7	
4278.298	126.744	Ps7	
4278.3742	125.599	Ps7	
4278.4504	123.141	Ps7	
4278.5266	119.495	Ps7	
4278.6028	115.216	Ps7	
4278.679	110.997	Ps7	
4278.7552	107.392	Ps7	
4278.8314	104.481	Ps7	
4278.9076	101.812	Ps7	
4278.9838	98.909	Ps7	
4279.06	95.749	Ps7	
4279.1362	92.697	Ps7	
4279.2124	90.208	Ps7	
4279.2886	88.644	Ps7	
4279.3648	88.074	Ps7	
4279.441	88.037	Ps7	
4279.5172	87.646	Ps7	
4279.5934	86.019	Ps7	
4279.6696	82.803	Ps7	
4279.7458	78.34	Ps7	
4279.822	73.364	Ps7	
4279.8982	68.577	Ps7	
4279.9744	64.447	Ps7	
4280.0506	61.183	Ps7	
4280.1268	58.768	Ps7	
4280.203	56.986	Ps7	
4280.2792	55.691	Ps7	
4280.3554	54.919	Ps7	
4280.4316	54.699	Ps7	
4280.5078	54.95	Ps7	
4280.584	55.599	Ps7	
4280.6602	56.663	Ps7	
4280.7364	58.202	Ps7	
4280.8126	60.304	Ps7	
4280.8888	63.027	Ps7	
4280.965	66.322	Ps7	
4281.0412	70.153	Ps7	
4281.1174	74.509	Ps7	
4281.1936	79.143	Ps7	
4281.2698	83.549	Ps7	
4281.346	87.299	Ps7	
4281.4222	90.107	Ps7	
4281.4984	91.817	Ps7	
4281.5746	92.426	Ps7	
4281.6508	92.028	Ps7	
4281.727	90.691	Ps7	
4281.8032	88.396	Ps7	
4281.8794	85.157	Ps7	
4281.9556	81.248	Ps7	
4282.0318	77.242	Ps7	
4282.108	73.833	Ps7	
4282.1842	71.366	Ps7	
4282.2604	69.69	Ps7	
4282.3366	68.334	Ps7	
4282.4128	66.791	Ps7	
4282.489	64.959	Ps7	
4282.5652	63.406	Ps7	
4282.6414	63.123	Ps7	
4282.7176	65.134	Ps7	
4282.7938	69.92	Ps7	
4282.87	77.148	Ps7	
4282.9462	85.997	Ps7	
4283.0224	95.459	Ps7	
4283.0986	104.432	Ps7	
4283.1748	112.082	Ps7	
4283.251	118.127	Ps7	
4283.3272	122.764	Ps7	
4283.4034	126.276	Ps7	
4283.4796	128.781	Ps7	
4283.5558	130.155	Ps7	
4283.632	130.148	Ps7	
4283.7082	128.543	Ps7	
4283.7844	125.3	Ps7	
4283.8606	120.648	Ps7	
4283.9368	115.052	Ps7	
4284.013	108.86	Ps7	
4284.0892	102.093	Ps7	
4284.1654	94.634	Ps7	
4284.2416	86.595	Ps7	
4284.3178	78.441	Ps7	
4284.394	70.793	Ps7	
4284.4702	64.225	Ps7	
4284.5464	59.196	Ps7	
4284.6226	55.917	Ps7	
4284.6988	54.306	Ps7	
4284.775	54.369	Ps7	
4284.8512	56.344	Ps7	
4284.9274	60.511	Ps7	
4285.0036	66.897	Ps7	
4285.0798	75.222	Ps7	
4285.156	84.821	Ps7	
4285.2322	94.752	Ps7	
4285.3084	104.014	Ps7	
4285.3846	111.779	Ps7	
4285.4608	117.613	Ps7	
4285.537	121.39	Ps7	
4285.6132	123.091	Ps7	
4285.6894	122.868	Ps7	
4285.7656	121.163	Ps7	
4285.8418	118.622	Ps7	
4285.918	115.772	Ps7	
4285.9942	112.842	Ps7	
4286.0704	109.919	Ps7	
4286.1466	106.902	Ps7	
4286.2228	103.49	Ps7	
4286.299	99.258	Ps7	
4286.3752	93.987	Ps7	
4286.4514	87.952	Ps7	
4286.5276	81.884	Ps7	
4286.6038	76.807	Ps7	
4286.68	73.813	Ps7	
4286.7562	73.613	Ps7	
4286.8324	76.245	Ps7	
4286.9086	80.967	Ps7	
4286.9848	86.67	Ps7	
4287.061	92.489	Ps7	
4287.1372	98.088	Ps7	
4287.2134	103.582	Ps7	
4287.2896	109.307	Ps7	
4287.3658	115.507	Ps7	
4287.442	121.951	Ps7	
4287.5182	127.948	Ps7	
4287.5944	132.668	Ps7	
4287.6706	135.501	Ps7	
4287.7468	136.283	Ps7	
4287.823	135.354	Ps7	
4287.8992	133.32	Ps7	
4287.9754	130.874	Ps7	
4288.0516	128.666	Ps7	
4288.1278	127.054	Ps7	
4288.204	126.073	Ps7	
4288.2802	125.742	Ps7	
4288.3564	126.006	Ps7	
4288.4326	126.603	Ps7	
4288.5088	127.14	Ps7	
4288.585	127.291	Ps7	
4288.6612	126.973	Ps7	
4288.7374	126.358	Ps7	
4288.8136	125.738	Ps7	
4288.8898	125.394	Ps7	
4288.966	125.45	Ps7	
4289.0422	125.747	Ps7	
4289.1184	126.008	Ps7	
4289.1946	126.124	Ps7	
4289.2708	126.24	Ps7	
4289.347	126.616	Ps7	
4289.4232	127.355	Ps7	
4289.4994	128.143	Ps7	
4289.5756	128.491	Ps7	
4289.6518	128.087	Ps7	
4289.728	126.908	Ps7	
4289.8042	125.302	Ps7	
4289.8804	123.887	Ps7	
4289.9566	122.973	Ps7	
4290.0328	122.336	Ps7	
4290.109	121.605	Ps7	
4290.1852	120.553	Ps7	
4290.2614	119.191	Ps7	
4290.3376	117.819	Ps7	
4290.4138	116.696	Ps7	
4290.49	115.748	Ps7	
4290.5662	114.714	Ps7	
4290.6424	113.317	Ps7	
4290.7186	111.488	Ps7	
4290.7948	109.635	Ps7	
4290.871	108.486	Ps7	
4290.9472	108.481	Ps7	
4291.0234	109.465	Ps7	
4291.0996	110.819	Ps7	
4291.1758	111.732	Ps7	
4291.252	111.56	Ps7	
4291.3282	110.03	Ps7	
4291.4044	107.256	Ps7	
4291.4806	103.817	Ps7	
4291.5568	100.463	Ps7	
4291.633	97.717	Ps7	
4291.7092	95.746	Ps7	
4291.7854	94.398	Ps7	
4291.8616	93.178	Ps7	
4291.9378	91.48	Ps7	
4292.014	88.907	Ps7	
4292.0902	85.294	Ps7	
4292.1664	80.728	Ps7	
4292.2426	75.538	Ps7	
4292.3188	70.12	Ps7	
4292.395	65.116	Ps7	
4292.4712	61.387	Ps7	
4292.5474	59.595	Ps7	
4292.6236	59.945	Ps7	
4292.6998	62.126	Ps7	
4292.776	65.218	Ps7	
4292.8522	67.983	Ps7	
4292.9284	69.475	Ps7	
4293.0046	69.452	Ps7	
4293.0808	68.24	Ps7	
4293.157	66.436	Ps7	
4293.2332	64.494	Ps7	
4293.3094	62.493	Ps7	
4293.3856	60.375	Ps7	
4293.4618	58.252	Ps7	
4293.538	56.537	Ps7	
4293.6142	55.939	Ps7	
4293.6904	56.968	Ps7	
4293.7666	59.463	Ps7	
4293.8428	62.593	Ps7	
4293.919	65.437	Ps7	
4293.9952	67.492	Ps7	
4294.0714	68.787	Ps7	
4294.1476	69.658	Ps7	
4294.2238	70.472	Ps7	
4294.3	71.33	Ps7	
4294.3762	72.05	Ps7	
4294.4524	72.447	Ps7	
4294.5286	72.686	Ps7	
4294.6048	73.23	Ps7	
4294.681	74.281	Ps7	
4294.7572	75.329	Ps7	
4294.8334	75.388	Ps7	
4294.9096	73.678	Ps7	
4294.9858	70.159	Ps7	
4295.062	65.678	Ps7	
4295.1382	61.598	Ps7	
4295.2144	59.284	Ps7	
4295.2906	59.37	Ps7	
4295.3668	61.452	Ps7	
4295.443	64.468	Ps7	
4295.5192	67.405	Ps7	
4295.5954	69.745	Ps7	
4295.6716	71.452	Ps7	
4295.7478	72.762	Ps7	
4295.824	74.044	Ps7	
4295.9002	75.588	Ps7	
4295.9764	77.56	Ps7	
4296.0526	80.102	Ps7	
4296.1288	83.357	Ps7	
4296.205	87.443	Ps7	
4296.2812	92.154	Ps7	
4296.3574	96.874	Ps7	
4296.4336	100.761	Ps7	
4296.5098	103.027	Ps7	
4296.586	103.158	Ps7	
4296.6622	101.04	Ps7	
4296.7384	97.155	Ps7	
4296.8146	92.508	Ps7	
4296.8908	88.227	Ps7	
4296.967	85.159	Ps7	
4297.0432	83.547	Ps7	
4297.1194	83.06	Ps7	
4297.1956	83.181	Ps7	
4297.2718	83.64	Ps7	
4297.348	84.603	Ps7	
4297.4242	86.533	Ps7	
4297.5004	89.781	Ps7	
4297.5766	94.006	Ps7	
4297.6528	98.054	Ps7	
4297.729	100.519	Ps7	
4297.8052	100.334	Ps7	
4297.8814	97.008	Ps7	
4297.9576	90.674	Ps7	
4298.0338	81.986	Ps7	
4298.11	71.912	Ps7	
4298.1862	61.715	Ps7	
4298.2624	52.806	Ps7	
4298.3386	46.386	Ps7	
4298.4148	43.263	Ps7	
4298.491	43.712	Ps7	
4298.5672	47.309	Ps7	
4298.6434	52.991	Ps7	
4298.7196	59.418	Ps7	
4298.7958	65.287	Ps7	
4298.872	69.593	Ps7	
4298.9482	71.755	Ps7	
4299.0244	71.623	Ps7	
4299.1006	69.654	Ps7	
4299.1768	66.923	Ps7	
4299.253	64.765	Ps7	
4299.3292	64.437	Ps7	
4299.4054	66.84	Ps7	
4299.4816	72.048	Ps7	
4299.5578	79.132	Ps7	
4299.634	86.576	Ps6	
4299.7102	93.038	Ps6	
4299.7864	97.931	Ps6	
4299.8626	101.435	Ps6	
4299.9388	103.896	Ps6	
4300.015	105.377	Ps6	
4300.0912	105.603	Ps6	
4300.1674	104.196	Ps6	
4300.2436	100.902	Ps6	
4300.3198	95.851	Ps6	
4300.396	89.528	Ps6	
4300.4722	82.493	Ps6	
4300.5484	75.159	Ps6	
4300.6246	68.007	Ps6	
4300.7008	61.656	Ps6	
4300.777	56.702	Ps6	
4300.8532	53.496	Ps6	
4300.9294	52.143	Ps6	
4301.0056	52.433	Ps6	
4301.0818	54	Ps6	
4301.158	56.553	Ps6	
4301.2342	59.986	Ps6	
4301.3104	64.471	Ps6	
4301.3866	70.175	Ps6	
4301.4628	77.048	Ps6	
4301.539	84.71	Ps6	
4301.6152	92.379	Ps6	
4301.6914	99.05	Ps6	
4301.7676	103.868	Ps6	
4301.8438	106.406	Ps6	
4301.92	106.952	Ps6	
4301.9962	106.338	Ps6	
4302.0724	105.414	Ps6	
4302.1486	104.559	Ps6	
4302.2248	103.791	Ps6	
4302.301	103.025	Ps6	
4302.3772	102.17	Ps6	
4302.4534	101.249	Ps6	
4302.5296	100.361	Ps6	
4302.6058	99.605	Ps6	
4302.682	99.101	Ps6	
4302.7582	98.681	Ps6	
4302.8344	97.822	Ps6	
4302.9106	95.914	Ps6	
4302.9868	92.595	Ps6	
4303.063	87.854	Ps6	
4303.1392	82.203	Ps6	
4303.2154	76.473	Ps6	
4303.2916	71.571	Ps6	
4303.3678	68.012	Ps6	
4303.444	65.657	Ps6	
4303.5202	63.883	Ps6	
4303.5964	62.216	Ps6	
4303.6726	60.643	Ps6	
4303.7488	59.553	Ps6	
4303.825	59.398	Ps6	
4303.9012	60.412	Ps6	
4303.9774	62.504	Ps6	
4304.0536	65.574	Ps6	
4304.1298	69.638	Ps6	
4304.206	74.665	Ps6	
4304.2822	80.552	Ps6	
4304.3584	87.12	Ps6	
4304.4346	93.905	Ps6	
4304.5108	100.108	Ps6	
4304.587	104.994	Ps6	
4304.6632	108.102	Ps6	
4304.7394	109.309	Ps6	
4304.8156	108.838	Ps6	
4304.8918	107.003	Ps6	
4304.968	104.238	Ps6	
4305.0442	101.346	Ps6	
4305.1204	99.278	Ps6	
4305.1966	98.637	Ps6	
4305.2728	99.469	Ps6	
4305.349	101.209	Ps6	
4305.4252	102.923	Ps6	
4305.5014	103.753	Ps6	
4305.5776	103.38	Ps6	
4305.6538	102.115	Ps6	
4305.73	100.661	Ps6	
4305.8062	99.601	Ps6	
4305.8824	99.105	Ps6	
4305.9586	98.974	Ps6	
4306.0348	98.873	Ps6	
4306.111	98.418	Ps6	
4306.1872	97.225	Ps6	
4306.2634	94.773	Ps6	
4306.3396	90.516	Ps6	
4306.4158	84.318	Ps6	
4306.492	76.535	Ps6	
4306.5682	67.963	Ps6	
4306.6444	59.813	Ps6	
4306.7206	53.408	Ps6	
4306.7968	49.969	Ps6	
4306.873	50.426	Ps6	
4306.9492	54.926	Ps6	
4307.0254	62.57	Ps6	
4307.1016	71.653	Ps6	
4307.1778	80.3	Ps6	
4307.254	86.942	Ps6	
4307.3302	90.701	Ps6	
4307.4064	91.468	Ps6	
4307.4826	89.634	Ps6	
4307.5588	85.726	Ps6	
4307.635	80.365	Ps6	
4307.7112	74.158	Ps6	
4307.7874	67.852	Ps6	
4307.8636	62.17	Ps6	
4307.9398	57.572	Ps6	
4308.016	54.101	Ps6	
4308.0922	51.621	Ps6	
4308.1684	50.107	Ps6	
4308.2446	49.781	Ps6	
4308.3208	51.017	Ps6	
4308.397	54.121	Ps6	
4308.4732	59.134	Ps6	
4308.5494	65.733	Ps6	
4308.6256	73.281	Ps6	
4308.7018	80.917	Ps6	
4308.778	87.927	Ps6	
4308.8542	93.903	Ps6	
4308.9304	98.639	Ps6	
4309.0066	102.103	Ps6	
4309.0828	104.365	Ps6	
4309.159	105.513	Ps6	
4309.2352	105.626	Ps6	
4309.3114	104.813	Ps6	
4309.3876	103.238	Ps6	
4309.4638	100.998	Ps6	
4309.54	98.218	Ps6	
4309.6162	95.199	Ps6	
4309.6924	92.543	Ps6	
4309.7686	91.144	Ps6	
4309.8448	91.743	Ps6	
4309.921	94.606	Ps6	
4309.9972	99.272	Ps6	
4310.0734	104.581	Ps6	
4310.1496	108.973	Ps6	
4310.2258	111.026	Ps6	
4310.302	110.039	Ps6	
4310.3782	106.219	Ps6	
4310.4544	100.459	Ps6	
4310.5306	94.162	Ps6	
4310.6068	88.864	Ps6	
4310.683	85.836	Ps6	
4310.7592	85.616	Ps6	
4310.8354	87.942	Ps6	
4310.9116	91.905	Ps6	
4310.9878	96.341	Ps6	
4311.064	100.247	Ps6	
4311.1402	103.1	Ps6	
4311.2164	104.825	Ps6	
4311.2926	105.542	Ps6	
4311.3688	105.239	Ps6	
4311.445	103.767	Ps6	
4311.5212	101.065	Ps6	
4311.5974	97.391	Ps6	
4311.6736	93.37	Ps6	
4311.7498	89.832	Ps6	
4311.826	87.725	Ps6	
4311.9022	87.773	Ps6	
4311.9784	90.218	Ps6	
4312.0546	94.836	Ps6	
4312.1308	100.925	Ps6	
4312.207	107.448	Ps6	
4312.2832	113.324	Ps6	
4312.3594	117.837	Ps6	
4312.4356	120.718	Ps6	
4312.5118	121.992	Ps6	
4312.588	121.785	Ps6	
4312.6642	120.211	Ps6	
4312.7404	117.504	Ps6	
4312.8166	114.246	Ps6	
4312.8928	111.172	Ps6	
4312.969	109.152	Ps6	
4313.0452	108.822	Ps6	
4313.1214	110.169	Ps6	
4313.1976	112.631	Ps6	
4313.2738	115.391	Ps6	
4313.35	117.749	Ps6	
4313.4262	119.403	Ps6	
4313.5024	120.518	Ps6	
4313.5786	121.44	Ps6	
4313.6548	122.437	Ps6	
4313.731	123.529	Ps6	
4313.8072	124.348	Ps6	
4313.8834	124.265	Ps6	
4313.9596	122.959	Ps6	
4314.0358	120.482	Ps6	
4314.112	117.153	Ps6	
4314.1882	113.485	Ps6	
4314.2644	109.894	Ps6	
4314.3406	106.582	Ps6	
4314.4168	103.557	Ps6	
4314.493	100.836	Ps6	
4314.5692	98.524	Ps6	S3-1-1
4314.6454	96.801	Ps6	S3-1-1
4314.7216	95.649	Ps6	S3-1-1
4314.7978	94.73	Ps6	S3-1-1
4314.874	93.539	Ps6	S3-1-1
4314.9502	91.696	Ps6	S3-1-1
4315.0264	89.183	Ps6	S3-1-1
4315.1026	86.442	Ps6	S3-1-1
4315.1788	84.256	Ps6	S3-1-1
4315.255	83.395	Ps6	S3-1-1
4315.3312	84.063	Ps6	S3-1-1
4315.4074	85.837	Ps6	S3-1-1
4315.4836	88.039	Ps6	S3-1-1
4315.5598	90.181	Ps6	S3-1-1
4315.636	92.109	Ps6	S3-1-1
4315.7122	93.895	Ps6	S3-1-1
4315.7884	95.749	Ps6	S3-1-1
4315.8646	97.893	Ps6	S3-1-1
4315.9408	100.359	Ps6	S3-1-1
4316.017	103.22	Ps6	S3-1-1
4316.0932	106.484	Ps6	S3-1-1
4316.1694	109.967	Ps6	S3-1-1
4316.2456	113.059	Ps6	S3-1-1
4316.3218	114.935	Ps6	S3-1-1
4316.398	114.888	Ps6	S3-1-1
4316.4742	112.788	Ps6	S3-1-1
4316.5504	109.033	Ps6	S3-1-1
4316.6266	104.291	Ps6	S3-1-1
4316.7028	99.157	Ps6	S3-1-1
4316.779	94.079	Ps6	S3-1-1
4316.8552	89.254	Ps6	S3-1-1
4316.9314	84.801	Ps6	S3-1-1
4317.0076	81.012	Ps6	S3-1-1
4317.0838	78.299	Ps6	S3-1-1
4317.16	76.862	Ps6	S3-1-1
4317.2362	76.558	Ps6	S3-1-1
4317.3124	77.074	Ps6	S3-1-1
